,player,worker,time,age,round,game_id,text
909,Purple,S,2020-08-11 10:35:05,III,15,7480288,Purple upgrades Selective Breeding to Mechanized Agriculture#Purple spends 2 resources #
910,Grey,P,2020-08-11 09:45:17,III,14,7480288,Grey upgrades Printing Press to Journalism#Grey spends 4 resources #
911,Green,P,2020-08-11 09:35:56,III,14,7480288,Green upgrades Philosophy to Scientific Method#Green spends 3 resources #
912,Green,P,2020-08-11 09:35:52,III,14,7480288,Green upgrades Philosophy to Scientific Method#Green spends 3 resources #
913,Orange,B,2020-08-11 09:16:55,III,14,7480288,Orange upgrades Bronze to Iron#Orange spends 3 resources #
914,Orange,B,2020-08-11 09:13:03,III,14,7480288,Orange upgrades Bronze to Iron#Orange spends 3 resources #
915,Grey,T,2020-08-11 08:44:52,III,13,7480288,Grey upgrades Theology to Organized Religion#Grey spends 2 resources #
916,Purple,P,2020-08-11 07:34:33,III,13,7480288,Purple upgrades Printing Press to Journalism using Efficient Upgrade#Purple spends 1 resource #
917,Grey,P,2020-08-10 22:47:43,II,12,7480288,Grey upgrades Printing Press to Journalism#Grey spends 5 resources #
918,Purple,P,2020-08-10 22:22:40,II,12,7480288,Purple upgrades Printing Press to Journalism#Purple spends 4 resources #
919,Purple,P,2020-08-10 22:22:33,II,12,7480288,Purple upgrades Printing Press to Journalism#Purple spends 4 resources #
920,Grey,B,2020-08-10 21:08:20,II,10,7480288,Grey upgrades Bronze to Coal using Efficient Upgrade#Grey spends 3 resources #
921,Grey,B,2020-08-10 21:07:57,II,10,7480288,Grey upgrades Bronze to Coal using Rich Land#Grey spends 4 resources #
922,Green,A,2020-08-10 20:51:37,II,10,7480288,Green upgrades Agriculture to Irrigation#Green spends 2 resources #
923,Green,A,2020-08-10 20:51:33,II,10,7480288,Green upgrades Agriculture to Irrigation#Green spends 2 resources #
924,Purple,A,2020-08-10 20:32:49,II,10,7480288,Purple upgrades Agriculture to Selective Breeding#Purple spends 4 resources #
925,Purple,P,2020-08-10 18:44:07,II,9,7480288,Purple upgrades Philosophy to Alchemy#Purple spends 3 resources #
926,Purple,P,2020-08-10 18:44:02,II,9,7480288,Purple upgrades Philosophy to Alchemy#Purple spends 3 resources #
927,Purple,B,2020-08-10 17:05:41,II,8,7480288,Purple upgrades Bronze to Iron#Purple spends 3 resources #
928,Orange,P,2020-08-10 17:00:08,II,8,7480288,Orange upgrades Philosophy to Alchemy#Orange spends 2 resources #
929,Green,B,2020-08-10 16:47:45,I,7,7480288,Green upgrades Bronze to Iron#Green spends 3 resources #
930,Green,B,2020-08-10 16:47:40,I,7,7480288,Green upgrades Bronze to Iron#Green spends 3 resources #
931,Purple,B,2020-08-10 16:41:36,I,7,7480288,Purple upgrades Bronze to Iron#Purple spends 3 resources #
932,Grey,P,2020-08-10 15:34:02,I,6,7480288,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
933,Grey,P,2020-08-10 15:33:19,I,6,7480288,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
934,Grey,R,2020-08-09 22:18:53,I,5,7480288,Grey upgrades Religion to Theology#Grey spends 2 resources #
935,Purple,A,2020-08-14 11:22:01,IV,17,7480536,Purple upgrades Agriculture to Selective Breeding#Purple spends 4 resources #
936,Orange,S,2020-08-14 11:10:33,IV,17,7480536,Orange upgrades Selective Breeding to Mechanized Agriculture#Orange spends 2 resources #
937,Grey,P,2020-08-14 10:58:18,IV,16,7480536,Grey upgrades Printing Press to Multimedia using Urban Growth#Grey spends 4 resources #
938,Green,C,2020-08-14 10:47:12,III,16,7480536,Green upgrades Cavalrymen to Tanks#Green loses 1 military resource Green spends 1 resource #
939,Green,C,2020-08-14 10:47:08,III,16,7480536,Green upgrades Cavalrymen to Tanks#Green loses 2 military resource #
940,Purple,D,2020-08-14 10:38:30,III,16,7480536,Purple upgrades Drama to Movies using Efficient Upgrade#Purple spends 3 resources #
941,Orange,P,2020-08-14 08:53:29,III,15,7480536,Orange upgrades Philosophy to Computers#Orange spends 6 resources #
942,Grey,W,2020-08-14 08:05:53,III,14,7480536,Grey upgrades Warrior to Riflemen#Grey spends 3 resources #
943,Grey,W,2020-08-14 08:05:40,III,14,7480536,Grey upgrades Warrior to Riflemen#Grey spends 3 resources #
944,Purple,A,2020-08-13 23:11:57,III,14,7480536,Purple upgrades Agriculture to Selective Breeding#Purple spends 4 resources #
945,Orange,P,2020-08-13 20:49:34,III,14,7480536,Orange upgrades Philosophy to Computers#Orange spends 6 resources #
946,Orange,P,2020-08-13 20:48:20,III,14,7480536,Orange upgrades Philosophy to Computers using Urban Growth#Orange spends 3 resources #
947,Grey,W,2020-08-13 20:34:22,III,13,7480536,Grey upgrades Warrior to Riflemen#Grey spends 3 resources #
948,Green,A,2020-08-13 20:28:16,III,13,7480536,Green upgrades Agriculture to Mechanized Agriculture#Green spends 6 resources #
949,Green,A,2020-08-13 20:28:08,III,13,7480536,Green upgrades Agriculture to Mechanized Agriculture using Rich Land#Green spends 3 resources #
950,Orange,A,2020-08-13 16:15:07,II,12,7480536,Orange upgrades Agriculture to Selective Breeding#Orange spends 4 resources #
951,Orange,A,2020-08-13 16:15:02,II,12,7480536,Orange upgrades Agriculture to Selective Breeding#Orange spends 4 resources #
952,Green,B,2020-08-13 14:38:25,II,11,7480536,Green upgrades Bronze to Iron using Efficient Upgrade##
953,Orange,B,2020-08-13 14:03:37,II,11,7480536,Orange upgrades Bronze to Iron using Efficient Upgrade##
954,Grey,A,2020-08-13 13:51:35,II,10,7480536,Grey upgrades Agriculture to Selective Breeding#Grey spends 4 resources #
955,Orange,W,2020-08-13 13:07:53,II,10,7480536,Orange upgrades Warrior to Swordsmen#Orange loses 1 military resource #
956,Grey,R,2020-08-13 12:48:50,II,9,7480536,Grey upgrades Religion to Organized Religion#Grey spends 4 resources #
957,Grey,R,2020-08-13 12:45:58,II,9,7480536,Grey upgrades Religion to Organized Religion#Grey spends 4 resources #
958,Green,B,2020-08-13 12:19:50,II,9,7480536,Green upgrades Bronze to Iron#Green spends 3 resources #
959,Orange,W,2020-08-13 10:51:06,II,9,7480536,Orange upgrades Warrior to Swordsmen#Orange spends 1 resource #
960,Orange,B,2020-08-13 10:50:52,II,9,7480536,Orange upgrades Bronze to Iron#Orange spends 3 resources #
961,Green,B,2020-08-13 10:23:50,II,8,7480536,Green upgrades Bronze to Iron#Green spends 3 resources #
962,Orange,B,2020-08-13 10:17:21,II,8,7480536,Orange upgrades Bronze to Iron using Rich Land#Orange spends 1 resource #
963,Grey,B,2020-08-13 08:30:21,II,7,7480536,Grey upgrades Bronze to Iron#Grey spends 3 resources #
964,Grey,B,2020-08-13 08:30:06,II,7,7480536,Grey upgrades Bronze to Iron#Grey spends 2 resources Grey spends 1 food #
965,Green,W,2020-08-13 00:34:05,II,7,7480536,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
966,Purple,P,2020-08-12 14:23:29,I,6,7480536,Purple upgrades Philosophy to Alchemy#Purple spends 3 resources #
967,Grey,B,2020-08-12 12:39:50,I,5,7480536,Grey upgrades Bronze to Iron#Grey spends 3 resources #
968,Purple,P,2020-08-12 10:43:15,I,5,7480536,Purple upgrades Philosophy to Alchemy#Purple spends 3 resources #
969,Green,P,2020-08-12 09:54:05,I,4,7480536,Green upgrades Philosophy to Alchemy using Urban Growth#Green spends 2 resources #
970,Purple,P,2020-08-19 09:50:02,III,17,7480677,Purple upgrades Philosophy to Computers#Purple spends 5 resources #
971,Purple,P,2020-08-19 09:49:54,III,17,7480677,Purple upgrades Philosophy to Computers#Purple spends 5 resources #
972,Green,B,2020-08-19 09:11:12,III,16,7480677,Green upgrades Bronze to Iron using Efficient Upgrade##
973,Orange,O,2020-08-19 08:57:33,III,16,7480677,Orange upgrades Opera to Movies#Orange spends 3 resources #
974,Grey,A,2020-08-19 08:51:21,III,15,7480677,Grey upgrades Alchemy to Scientific Method#Grey spends 2 resources #
975,Orange,I,2020-08-18 19:45:20,III,15,7480677,Orange upgrades Iron to Oil using Rich Land#Orange spends 3 resources #
976,Orange,A,2020-08-18 14:26:02,III,14,7480677,Orange upgrades Agriculture to Mechanized Agriculture using Efficient Upgrade#Orange spends 3 resources #
977,Grey,B,2020-08-18 09:55:58,III,12,7480677,Grey upgrades Bronze to Coal#Grey spends 6 resources #
978,Purple,A,2020-08-18 09:29:18,II,12,7480677,Purple upgrades Agriculture to Selective Breeding#Purple spends 4 resources #
979,Grey,R,2020-08-18 09:11:27,II,11,7480677,Grey upgrades Religion to Organized Religion#Grey spends 4 resources #
980,Green,T,2020-08-18 08:26:35,II,11,7480677,Green upgrades Theology to Organized Religion#Green spends 2 resources #
981,Purple,B,2020-08-17 22:13:33,II,11,7480677,Purple upgrades Bronze to Iron#Purple spends 3 resources #
982,Grey,A,2020-08-17 20:01:24,II,10,7480677,Grey upgrades Alchemy to Scientific Method using Urban Growth##
983,Grey,B,2020-08-17 20:00:14,II,10,7480677,Grey upgrades Bronze to Coal#Grey spends 6 resources #
984,Green,A,2020-08-17 17:57:10,II,10,7480677,Green upgrades Agriculture to Selective Breeding#Green spends 4 resources #
985,Green,A,2020-08-17 17:57:03,II,10,7480677,Green upgrades Agriculture to Selective Breeding#Green spends 4 resources #
986,Grey,A,2020-08-17 17:04:34,II,9,7480677,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
987,Grey,A,2020-08-17 17:04:30,II,9,7480677,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
988,Green,R,2020-08-17 16:25:04,II,9,7480677,Green upgrades Religion to Theology#Green spends 2 resources #
989,Orange,B,2020-08-17 15:51:37,II,9,7480677,Orange upgrades Bronze to Iron#Orange spends 3 resources #
990,Orange,B,2020-08-17 15:51:23,II,9,7480677,Orange upgrades Bronze to Iron#Orange spends 3 resources #
991,Grey,W,2020-08-17 15:36:10,II,8,7480677,Grey upgrades Warrior to Riflemen#Grey spends 3 resources #
992,Grey,W,2020-08-17 15:36:04,II,8,7480677,Grey upgrades Warrior to Riflemen#Grey spends 3 resources #
993,Green,B,2020-08-17 15:06:18,II,8,7480677,Green upgrades Bronze to Iron#Green spends 3 resources #
994,Purple,A,2020-08-17 14:57:38,II,8,7480677,Purple upgrades Agriculture to Selective Breeding#Purple spends 4 resources #
995,Grey,P,2020-08-17 14:29:04,II,7,7480677,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
996,Purple,B,2020-08-17 12:44:04,I,7,7480677,Purple upgrades Bronze to Iron#Purple spends 3 resources #
997,Green,B,2020-08-17 12:14:22,I,6,7480677,Green upgrades Bronze to Iron#Green spends 3 resources #
998,Purple,B,2020-08-17 12:11:49,I,6,7480677,Purple upgrades Bronze to Iron using Rich Land#Purple spends 1 resource #
999,Grey,P,2020-08-17 12:04:53,I,5,7480677,Grey upgrades Philosophy to Alchemy using Urban Growth#Grey spends 1 resource #
1000,Green,B,2020-08-17 11:54:10,I,5,7480677,Green upgrades Bronze to Iron using Rich Land#Green spends 1 resource #
1001,Orange,S,2020-08-24 14:39:50,IV,17,7480887,Orange upgrades Swordsmen to Modern Infantry#Orange spends 4 resources #
1002,Purple,P,2020-08-24 13:27:18,III,16,7480887,Purple upgrades Printing Press to Multimedia using Efficient Upgrade#Purple spends 4 resources #
1003,Orange,S,2020-08-24 13:20:12,III,16,7480887,Orange upgrades Swordsmen to Modern Infantry#Orange spends 4 resources #
1004,Orange,S,2020-08-24 13:19:43,III,16,7480887,Orange upgrades Swordsmen to Modern Infantry#Orange spends 4 resources #
1005,Purple,I,2020-08-24 12:34:55,III,15,7480887,Purple upgrades Irrigation to Mechanized Agriculture#Purple spends 4 resources #
1006,Purple,P,2020-08-24 12:34:00,III,15,7480887,Purple upgrades Philosophy to Computers using Efficient Upgrade#Purple spends 4 resources #
1007,Grey,A,2020-08-24 12:02:23,III,14,7480887,Grey upgrades Agriculture to Selective Breeding#Grey spends 4 resources #
1008,Grey,A,2020-08-24 10:37:23,III,13,7480887,Grey upgrades Agriculture to Selective Breeding#Grey spends 4 resources #
1009,Orange,A,2020-08-24 08:58:32,III,13,7480887,Orange upgrades Agriculture to Selective Breeding#Orange spends 4 resources #
1010,Grey,P,2020-08-24 08:50:19,III,12,7480887,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
1011,Grey,B,2020-08-24 08:50:02,III,12,7480887,Grey upgrades Bronze to Coal using Efficient Upgrade#Grey spends 3 resources #
1012,Green,A,2020-08-24 07:54:55,III,12,7480887,Green upgrades Agriculture to Selective Breeding#Green spends 4 resources #
1013,Green,A,2020-08-24 07:54:40,III,12,7480887,Green upgrades Agriculture to Selective Breeding using Efficient Upgrade#Green spends 1 resource #
1014,Purple,A,2020-08-23 22:21:16,II,12,7480887,Purple upgrades Agriculture to Irrigation#Purple spends 2 resources #
1015,Grey,B,2020-08-23 21:35:56,II,11,7480887,Grey upgrades Bronze to Coal using Rich Land#Grey spends 3 resources #
1016,Green,W,2020-08-22 10:36:38,II,10,7480887,Green upgrades Warrior to Riflemen#Green spends 3 resources #
1017,Green,W,2020-08-22 10:36:26,II,10,7480887,Green upgrades Warrior to Riflemen#Green spends 3 resources #
1018,Grey,P,2020-08-21 10:35:57,II,9,7480887,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
1019,Green,B,2020-08-21 10:03:04,II,9,7480887,Green upgrades Bronze to Iron#Green spends 3 resources #
1020,Green,P,2020-08-21 10:02:56,II,9,7480887,Green upgrades Philosophy to Alchemy#Green spends 3 resources #
1021,Purple,B,2020-08-20 22:32:55,II,9,7480887,Purple upgrades Bronze to Iron#Purple spends 3 resources #
1022,Green,R,2020-08-20 21:59:32,II,8,7480887,Green upgrades Religion to Theology#Green spends 2 resources #
1023,Orange,P,2020-08-20 15:57:49,II,8,7480887,Orange upgrades Philosophy to Alchemy#Orange spends 3 resources #
1024,Orange,P,2020-08-20 15:57:44,II,8,7480887,Orange upgrades Philosophy to Alchemy#Orange spends 3 resources #
1025,Green,P,2020-08-20 15:46:26,I,7,7480887,Green upgrades Philosophy to Alchemy#Green spends 3 resources #
1026,Purple,B,2020-08-20 15:42:52,I,7,7480887,Purple upgrades Bronze to Iron#Purple spends 3 resources #
1027,Orange,B,2020-08-20 15:25:54,I,7,7480887,Orange upgrades Bronze to Iron#Orange spends 3 resources #
1028,Orange,W,2020-08-20 15:25:17,I,7,7480887,Orange upgrades Warrior to Swordsmen#Orange spends 1 resource #
1029,Orange,W,2020-08-20 15:25:12,I,7,7480887,Orange upgrades Warrior to Swordsmen#Orange spends 1 resource #
1030,Green,B,2020-08-20 14:54:43,I,6,7480887,Green upgrades Bronze to Iron#Green spends 3 resources #
1031,Green,B,2020-08-20 14:54:31,I,6,7480887,Green upgrades Bronze to Iron#Green spends 3 resources #
1032,Purple,A,2020-08-20 14:32:14,I,6,7480887,Purple upgrades Agriculture to Irrigation using Rich Land#Purple spends 1 resource #
1033,Orange,B,2020-08-20 14:25:03,I,6,7480887,Orange upgrades Bronze to Iron#Orange spends 3 resources #
1034,Orange,B,2020-08-19 17:14:04,I,4,7480887,Orange upgrades Bronze to Iron using Rich Land#Orange spends 1 resource #
1035,Orange,P,2020-09-01 09:38:57,IV,17,7481117,Orange upgrades Philosophy to Computers#Orange spends 8 resources #
1036,Green,A,2020-09-01 08:50:26,III,15,7481117,Green upgrades Agriculture to Selective Breeding using Efficient Upgrade##
1037,Purple,B,2020-09-01 08:48:02,III,15,7481117,Purple upgrades Bronze to Coal using Efficient Upgrade#Purple spends 2 resources #
1038,Orange,R,2020-09-01 07:07:25,III,15,7481117,Orange upgrades Religion to Organized Religion#Orange spends 4 resources #
1039,Grey,A,2020-08-31 15:44:43,III,13,7481117,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
1040,Purple,P,2020-08-31 13:42:11,III,13,7481117,Purple upgrades Philosophy to Scientific Method using Efficient Upgrade#Purple spends 2 resources #
1041,Purple,P,2020-08-31 13:41:43,III,13,7481117,Purple upgrades Philosophy to Scientific Method using Urban Growth#Purple spends 2 resources #
1042,Grey,B,2020-08-31 13:16:21,III,12,7481117,Grey upgrades Bronze to Iron#Grey spends 3 resources #
1043,Grey,P,2020-08-31 13:14:15,III,12,7481117,Grey upgrades Philosophy to Scientific Method#Grey spends 5 resources #
1044,Purple,A,2020-08-31 12:58:49,II,12,7481117,Purple upgrades Agriculture to Selective Breeding using Rich Land#Purple spends 2 resources #
1045,Orange,W,2020-08-31 11:28:30,II,12,7481117,Orange upgrades Warrior to Riflemen#Orange spends 3 resources #
1046,Green,B,2020-08-31 10:11:24,II,11,7481117,Green upgrades Bronze to Iron#Green spends 3 resources #
1047,Green,B,2020-08-31 10:11:13,II,11,7481117,Green upgrades Bronze to Iron#Green spends 3 resources #
1048,Orange,B,2020-08-28 17:06:37,II,11,7481117,Orange upgrades Bronze to Iron using Rich Land##
1049,Orange,W,2020-08-28 17:06:29,II,11,7481117,Orange upgrades Warrior to Riflemen#Orange spends 3 resources #
1050,Purple,W,2020-08-28 11:39:11,II,10,7481117,Purple upgrades Warrior to Riflemen#Purple spends 3 resources #
1051,Purple,W,2020-08-28 11:39:03,II,10,7481117,Purple upgrades Warrior to Riflemen#Purple loses 2 military resource Purple spends 1 resource #
1052,Grey,B,2020-08-27 19:03:31,II,9,7481117,Grey upgrades Bronze to Iron using Efficient Upgrade##
1053,Grey,P,2020-08-27 19:03:21,II,9,7481117,Grey upgrades Philosophy to Scientific Method#Grey spends 4 resources Grey spends 1 food #
1054,Green,W,2020-08-27 18:50:43,II,9,7481117,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
1055,Green,P,2020-08-26 16:15:37,II,8,7481117,Green upgrades Philosophy to Alchemy#Green spends 2 resources #
1056,Grey,W,2020-08-26 14:31:35,I,6,7481117,Grey upgrades Warrior to Swordsmen#Grey spends 1 resource #
1057,Green,W,2020-08-26 14:25:29,I,6,7481117,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
1058,Orange,B,2020-08-26 14:19:22,I,6,7481117,Orange upgrades Bronze to Iron#Orange spends 3 resources #
1059,Grey,A,2020-08-26 14:10:01,I,5,7481117,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
1060,Grey,O,2020-09-10 10:41:10,IV,19,7481459,Grey upgrades Opera to Movies#Grey spends 3 resources #
1061,Grey,O,2020-09-10 10:41:05,IV,19,7481459,Grey upgrades Opera to Movies#Grey spends 3 resources #
1062,Purple,O,2020-09-10 10:11:30,IV,19,7481459,Purple upgrades Opera to Movies using Efficient Upgrade ##
1063,Grey,S,2020-09-10 09:56:08,IV,18,7481459,Grey upgrades Scientific Method to Computers#Grey spends 3 resources #
1064,Green,S,2020-09-10 09:46:37,III,18,7481459,Green upgrades Swordsmen to Modern Infantry#Green spends 4 resources #
1065,Green,S,2020-09-10 09:46:20,III,18,7481459,Green upgrades Swordsmen to Modern Infantry#Green spends 3 resources #
1066,Green,S,2020-09-10 09:45:29,III,18,7481459,Green upgrades Swordsmen to Modern Infantry##
1067,Green,S,2020-09-10 09:45:22,III,18,7481459,Green upgrades Swordsmen to Modern Infantry##
1068,Grey,S,2020-09-10 08:24:51,III,17,7481459,Grey upgrades Swordsmen to Modern Infantry#Grey spends 4 resources #
1069,Grey,A,2020-09-10 08:24:00,III,17,7481459,Grey upgrades Alchemy to Computers#Grey spends 5 resources #
1070,Green,A,2020-09-09 22:50:50,III,17,7481459,Green upgrades Agriculture to Mechanized Agriculture#Green spends 6 resources #
1071,Purple,O,2020-09-09 21:40:03,III,17,7481459,Purple upgrades Opera to Movies#Purple spends 3 resources #
1072,Orange,I,2020-09-09 21:15:17,III,17,7481459,Orange upgrades Irrigation to Selective breeding#Orange spends 2 resources #
1073,Orange,A,2020-09-09 21:14:34,III,17,7481459,Orange upgrades Agriculture to Selective breeding#Orange spends 4 resources #
1074,Grey,B,2020-09-09 21:12:53,III,16,7481459,Grey upgrades Bronze to Coal#Grey spends 6 resources #
1075,Grey,S,2020-09-09 21:12:37,III,16,7481459,Grey upgrades Swordsmen to Modern Infantry##
1076,Green,W,2020-09-09 21:08:19,III,16,7481459,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
1077,Green,W,2020-09-09 21:08:11,III,16,7481459,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
1078,Purple,A,2020-09-09 19:54:17,III,16,7481459,Purple upgrades Alchemy to Computers#Purple spends 4 resources #
1079,Purple,A,2020-09-09 19:52:39,III,16,7481459,Purple upgrades Alchemy to Computers#Purple spends 4 resources #
1080,Grey,B,2020-09-08 18:32:29,III,15,7481459,Grey upgrades Bronze to Coal#Grey spends 6 resources #
1081,Grey,A,2020-09-08 16:47:41,III,14,7481459,Grey upgrades Alchemy to Scientific Method#Grey spends 2 resources #
1082,Grey,B,2020-09-08 16:46:23,III,14,7481459,Grey upgrades Bronze to Coal#Grey spends 6 resources #
1083,Purple,A,2020-09-08 16:07:31,III,14,7481459,Purple upgrades Agriculture to Selective breeding#Purple spends 4 resources #
1084,Purple,A,2020-09-08 16:07:02,III,14,7481459,Purple upgrades Agriculture to Selective breeding using Efficient Upgrade #Purple spends 1 resource #
1085,Green,P,2020-09-08 15:16:19,II,13,7481459,Green upgrades Philosophy to Scientific Method#Green spends 5 resources #
1086,Green,P,2020-09-08 15:15:44,II,13,7481459,Green upgrades Philosophy to Scientific Method using Efficient Upgrade #Green spends 2 resources #
1087,Orange,W,2020-09-08 14:36:07,II,13,7481459,Orange upgrades Warrior to Riflemen#Orange spends 3 resources #
1088,Orange,W,2020-09-08 14:35:46,II,13,7481459,Orange upgrades Warrior to Riflemen#Orange spends 2 resources Orange spends 1 food #
1089,Green,W,2020-09-08 13:00:38,II,12,7481459,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
1090,Green,W,2020-09-08 13:00:34,II,12,7481459,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
1091,Purple,B,2020-09-08 12:53:03,II,12,7481459,Purple upgrades Bronze to Iron#Purple spends 3 resources #
1092,Purple,W,2020-09-08 12:51:14,II,12,7481459,Purple upgrades Warrior to Swordsmen#Purple spends 1 resource #
1093,Orange,B,2020-09-08 12:36:42,II,12,7481459,Orange upgrades Bronze to Iron#Orange spends 3 resources #
1094,Green,B,2020-09-08 12:22:08,II,11,7481459,Green upgrades Bronze to Iron#Green spends 3 resources #
1095,Purple,P,2020-09-08 11:55:48,II,11,7481459,Purple upgrades Philosophy to Alchemy#Purple spends 2 resources #
1096,Orange,B,2020-09-08 11:36:51,II,11,7481459,Orange upgrades Bronze to Iron#Orange spends 2 resources Orange spends 1 food #
1097,Orange,B,2020-09-08 11:36:30,II,11,7481459,Orange upgrades Bronze to Iron#Orange spends 3 resources #
1098,Grey,W,2020-09-08 10:43:13,II,9,7481459,Grey upgrades Warrior to Swordsmen#Grey spends 1 resource #
1099,Grey,P,2020-09-08 10:43:06,II,9,7481459,Grey upgrades Philosophy to Alchemy#Grey spends 2 resources #
1100,Purple,B,2020-09-05 12:08:20,II,9,7481459,Purple upgrades Bronze to Iron#Purple spends 3 resources #
1101,Purple,P,2020-09-05 12:08:11,II,9,7481459,Purple upgrades Philosophy to Alchemy#Purple spends 3 resources #
1102,Orange,A,2020-09-04 21:04:21,II,9,7481459,Orange upgrades Agriculture to Irrigation#Orange spends 2 resources #
1103,Orange,P,2020-09-04 21:03:47,II,9,7481459,Orange upgrades Philosophy to Alchemy#Orange spends 3 resources #
1104,Grey,W,2020-09-04 17:23:41,II,8,7481459,Grey upgrades Warrior to Swordsmen#Grey spends 1 resource #
1105,Purple,B,2020-09-03 21:50:17,II,8,7481459,Purple upgrades Bronze to Iron using Efficient Upgrade #Purple spends 1 resource #
1106,Grey,W,2020-09-03 15:21:47,I,7,7481459,Grey upgrades Warrior to Swordsmen#Grey spends 1 resource #
1107,Grey,P,2020-09-03 15:21:40,I,7,7481459,Grey upgrades Philosophy to Alchemy#Grey spends 2 resources #
1108,Green,B,2020-09-03 15:04:33,I,7,7481459,Green upgrades Bronze to Iron#Green spends 3 resources #
1109,Orange,P,2020-09-03 14:48:05,I,7,7481459,Orange upgrades Philosophy to Alchemy#Orange spends 2 resources Orange spends 1 food #
1110,Grey,S,2020-09-14 21:17:53,IV,19,7481844,Grey upgrades Scientific Method to Computers#Grey spends 2 resources #
1111,Grey,I,2020-09-14 21:17:07,IV,19,7481844,Grey upgrades Iron to Oil#Grey spends 6 resources #
1112,Grey,S,2020-09-14 21:16:37,IV,19,7481844,Grey upgrades Scientific Method to Computers#Grey spends 2 resources #
1113,Green,P,2020-09-14 21:08:30,IV,19,7481844,Green upgrades Printing Press to Journalism using Efficient Upgrade ##
1114,Purple,R,2020-09-14 21:05:30,IV,19,7481844,Purple upgrades Religion to Organized religion#Purple spends 2 resources #
1115,Purple,R,2020-09-14 21:05:01,IV,19,7481844,Purple upgrades Religion to Organized religion#Purple spends 2 resources #
1116,Green,P,2020-09-14 19:56:57,IV,18,7481844,Green upgrades Printing Press to Journalism using Efficient Upgrade ##
1117,Green,R,2020-09-14 19:56:38,IV,18,7481844,Green upgrades Religion to Theology#Green spends 2 resources #
1118,Green,S,2020-09-14 16:33:12,III,17,7481844,Green upgrades Swordsmen to Modern Infantry#Green spends 4 resources #
1119,Grey,I,2020-09-14 15:15:31,III,16,7481844,Grey upgrades Iron to Oil#Grey spends 6 resources #
1120,Orange,B,2020-09-14 12:23:58,III,16,7481844,Orange upgrades Bronze to Coal#Orange spends 6 resources #
1121,Grey,W,2020-09-14 11:08:28,III,15,7481844,Grey upgrades Warrior to Riflemen#Grey spends 3 resources #
1122,Green,K,2020-09-14 10:52:11,III,15,7481844,Green upgrades Knights to Cavalrymen#Green spends 2 resources #
1123,Green,A,2020-09-14 10:51:46,III,15,7481844,Green upgrades Agriculture to Mechanized Agriculture#Green spends 6 resources #
1124,Green,A,2020-09-14 09:10:06,III,14,7481844,Green upgrades Agriculture to Mechanized Agriculture using Efficient Upgrade #Green spends 3 resources #
1125,Orange,I,2020-09-13 23:34:37,III,14,7481844,Orange upgrades Irrigation to Selective breeding#Orange spends 2 resources #
1126,Grey,A,2020-09-13 23:24:21,III,13,7481844,Grey upgrades Alchemy to Scientific Method#Grey spends 2 resources #
1127,Grey,A,2020-09-13 23:24:16,III,13,7481844,Grey upgrades Alchemy to Scientific Method#Grey spends 2 resources #
1128,Orange,B,2020-09-13 23:00:09,II,13,7481844,Orange upgrades Bronze to Coal#Orange spends 6 resources #
1129,Grey,P,2020-09-13 22:50:37,II,12,7481844,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
1130,Grey,P,2020-09-13 22:50:25,II,12,7481844,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
1131,Green,R,2020-09-13 22:46:00,II,12,7481844,Green upgrades Religion to Theology#Green spends 2 resources #
1132,Green,P,2020-09-13 22:45:41,II,12,7481844,Green upgrades Printing Press to Journalism#Green spends 4 resources #
1133,Purple,A,2020-09-13 22:37:31,II,12,7481844,Purple upgrades Agriculture to Selective breeding#Purple spends 4 resources #
1134,Purple,B,2020-09-13 22:33:47,II,12,7481844,Purple upgrades Bronze to Iron#Purple spends 3 resources #
1135,Purple,W,2020-09-13 22:33:25,II,12,7481844,Purple upgrades Warrior to Swordsmen#Purple spends 1 resource #
1136,Grey,W,2020-09-13 22:19:18,II,11,7481844,Grey upgrades Warrior to Riflemen#Grey spends 3 resources #
1137,Green,W,2020-09-13 22:09:05,II,11,7481844,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
1138,Green,W,2020-09-13 22:09:01,II,11,7481844,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
1139,Purple,A,2020-09-13 21:54:27,II,11,7481844,Purple upgrades Agriculture to Selective breeding using Efficient Upgrade ##
