,player,worker,resources,time,age,round,game_id,text
1657,Green,P,1,2020-07-16 21:22:40,I,4,7479251,Green builds Philosophy using Ideal Building Site #Green spends 1 resource #
1658,Purple,P,3,2020-07-16 21:11:11,I,4,7479251,Purple builds Philosophy#Purple spends 3 resources #
1659,Orange,P,1,2020-07-16 20:36:40,I,4,7479251,Orange builds Philosophy using Ideal Building Site #Orange spends 1 resource #
1660,Grey,R,3,2020-07-16 19:22:37,I,3,7479251,Grey builds Religion#Grey spends 3 resources #
1661,Green,1,2,2020-07-16 17:15:04,I,3,7479251,Green builds 1 stage of Pyramids#Green spends 2 resources #
1662,Green,1,2,2020-07-16 17:14:55,I,3,7479251,Green builds 1 stage of Pyramids#Green spends 2 resources #
1663,Purple,1,2,2020-07-16 00:40:49,I,3,7479251,Purple builds 1 stage of Trade routes#Purple spends 2 resources Wonder completed #
1664,Purple,1,1,2020-07-16 00:40:43,I,3,7479251,Purple builds 1 stage of Trade routes#Purple spends 1 resource #
1665,Orange,W,2,2020-07-16 00:32:18,I,3,7479251,Orange builds Warrior#Orange spends 2 resources #
1666,Grey,B,1,2020-07-15 20:53:56,I,2,7479251,Grey builds Bronze using Rich Land #Grey spends 1 resource #
1667,Green,B,1,2020-07-15 20:51:18,I,2,7479251,Green builds Bronze#Green spends 1 resource #
1668,Orange,B,2,2020-07-15 11:55:26,I,2,7479251,Orange builds Bronze#Orange spends 2 resources #
1669,Grey,R,3,2020-07-28 23:45:13,IV,20,7479593,Grey builds Religion#Grey spends 3 resources #
1670,Green,M,7,2020-07-28 23:07:55,IV,20,7479593,Green builds Modern Infantry#Green spends 7 resources #
1671,Orange,1,4,2020-07-28 23:00:38,IV,20,7479593,Orange builds 1 stage of Fast Food Chains#Orange spends 4 resources Wonder completed Orange scores 26 culture #
1672,Orange,A,1,2020-07-28 22:57:53,IV,20,7479593,Orange builds Alchemy using Ideal Building Site #Orange spends 1 resource #
1673,Green,A,7,2020-07-28 22:36:25,IV,19,7479593,Green builds Air Forces#Green spends 7 resources #
1674,Orange,A,2,2020-07-28 22:18:33,III,19,7479593,Orange builds Agriculture#Orange spends 2 resources #
1675,Orange,3,12,2020-07-28 22:17:46,III,19,7479593,Orange builds 3 stages of Fast Food Chains#Orange spends 12 resources #
1676,Grey,K,3,2020-07-28 14:03:25,III,18,7479593,Grey builds Knights#Grey spends 3 resources #
1677,Grey,K,3,2020-07-28 14:03:00,III,18,7479593,Grey builds Knights#Grey spends 3 resources #
1678,Green,P,6,2020-07-28 13:59:34,III,18,7479593,Green builds Professional Sports#Green spends 6 resources #
1679,Orange,K,3,2020-07-28 13:00:03,III,18,7479593,Orange builds Knights#Orange spends 3 resources #
1680,Orange,R,3,2020-07-28 12:59:29,III,18,7479593,Orange builds Religion#Orange spends 3 resources #
1681,Grey,W,2,2020-07-28 12:50:41,III,17,7479593,Grey builds Warrior#Grey spends 2 resources #
1682,Grey,W,2,2020-07-28 12:50:21,III,17,7479593,Grey builds Warrior#Grey spends 2 resources #
1683,Green,1,3,2020-07-28 10:57:03,III,17,7479593,Green builds 1 stage of First Space Flight#Green spends 3 resources #
1684,Orange,A,2,2020-07-28 10:30:30,III,17,7479593,Orange builds Agriculture#Orange spends 2 resources #
1685,Orange,C,10,2020-07-28 10:28:45,III,17,7479593,Orange builds Computers#Orange spends 10 resources #
1686,Grey,R,3,2020-07-28 10:23:49,III,16,7479593,Grey builds Religion#Grey spends 3 resources #
1687,Grey,A,7,2020-07-28 10:23:17,III,16,7479593,Grey builds Air Forces#Grey spends 7 resources #
1688,Green,P,6,2020-07-28 09:47:28,III,16,7479593,Green builds Professional Sports#Green spends 6 resources #
1689,Grey,A,7,2020-07-27 22:00:15,III,15,7479593,Grey builds Air Forces#Grey spends 7 resources #
1690,Green,J,6,2020-07-27 21:43:37,III,15,7479593,Green builds Journalism#Green spends 6 resources #
1691,Green,J,6,2020-07-27 21:43:27,III,15,7479593,Green builds Journalism#Green spends 6 resources #
1692,Purple,D,5,2020-07-27 21:33:24,III,15,7479593,Purple builds Drama#Purple spends 5 resources #
1693,Green,W,2,2020-07-27 18:29:44,III,14,7479593,Green builds Warrior#Green spends 2 resources #
1694,Purple,T,6,2020-07-27 17:19:54,III,14,7479593,Purple builds Team Sports#Purple spends 6 resources #
1695,Orange,T,5,2020-07-27 16:42:06,III,14,7479593,Orange builds Theology#Orange spends 5 resources #
1696,Green,R,5,2020-07-27 13:22:04,II,13,7479593,Green builds Riflemen#Green spends 5 resources #
1697,Purple,W,2,2020-07-27 13:10:15,II,13,7479593,Purple builds Warrior#Purple spends 2 resources #
1698,Orange,S,6,2020-07-27 12:02:27,II,13,7479593,Orange builds Selective breeding#Orange spends 6 resources #
1699,Grey,J,8,2020-07-25 22:59:57,II,12,7479593,Grey builds Journalism#Grey spends 8 resources #
1700,Green,R,5,2020-07-25 19:32:47,II,12,7479593,Green builds Riflemen#Green spends 5 resources #
1701,Purple,K,3,2020-07-25 17:36:26,II,12,7479593,Purple builds Knights#Purple spends 3 resources #
1702,Purple,1,3,2020-07-25 17:36:17,II,12,7479593,Purple builds 1 stage of Ocean Liner Service#Purple spends 3 resources Wonder completed #
1703,Purple,1,2,2020-07-25 17:36:12,II,12,7479593,Purple builds 1 stage of Ocean Liner Service#Purple spends 2 resources #
1704,Purple,1,2,2020-07-25 17:36:07,II,12,7479593,Purple builds 1 stage of Ocean Liner Service#Purple spends 2 resources #
1705,Purple,1,2,2020-07-25 17:36:04,II,12,7479593,Purple builds 1 stage of Ocean Liner Service#Purple spends 2 resources #
1706,Orange,W,2,2020-07-25 15:42:08,II,12,7479593,Orange builds Warrior#Orange spends 2 resources #
1707,Orange,W,2,2020-07-25 15:39:40,II,12,7479593,Orange builds Warrior#Orange spends 2 resources #
1708,Grey,J,5,2020-07-25 06:32:49,II,11,7479593,Grey builds Journalism using Ideal Building Site #Grey spends 5 resources #
1709,Green,R,2,2020-07-24 20:30:02,II,11,7479593,Green builds Riflemen#Green spends 2 resources #
1710,Purple,1,3,2020-07-24 14:33:38,II,11,7479593,Purple builds 1 stage of Ocean Liner Service#Purple spends 3 resources #
1711,Purple,K,3,2020-07-24 14:33:27,II,11,7479593,Purple builds Knights#Purple spends 3 resources #
1712,Orange,K,3,2020-07-24 14:19:28,II,11,7479593,Orange builds Knights#Orange spends 3 resources #
1713,Orange,1,3,2020-07-24 14:15:21,II,11,7479593,Orange builds 1 stage of Pilsen brewery#Orange spends 3 resources Wonder completed #
1714,Grey,K,3,2020-07-24 14:01:25,II,10,7479593,Grey builds Knights#Grey spends 3 resources #
1715,Grey,K,3,2020-07-24 14:01:18,II,10,7479593,Grey builds Knights#Grey spends 3 resources #
1716,Purple,D,5,2020-07-24 11:50:40,II,10,7479593,Purple builds Drama#Purple spends 5 resources #
1717,Orange,1,4,2020-07-24 11:44:58,II,10,7479593,Orange builds 1 stage of Pilsen brewery#Orange spends 4 resources #
1718,Orange,1,5,2020-07-24 11:44:53,II,10,7479593,Orange builds 1 stage of Pilsen brewery#Orange spends 5 resources #
1719,Grey,1,5,2020-07-24 11:13:41,II,9,7479593,Grey builds 1 stage of Transcontinental Railroad#Grey spends 5 resources Wonder completed #
1720,Grey,1,4,2020-07-24 11:13:37,II,9,7479593,Grey builds 1 stage of Transcontinental Railroad#Grey spends 4 resources #
1721,Purple,K,3,2020-07-24 11:01:15,II,9,7479593,Purple builds Knights#Purple spends 3 resources #
1722,Orange,1,5,2020-07-24 10:48:24,II,9,7479593,Orange builds 1 stage of Forbidden City#Orange spends 5 resources Wonder completed #
1723,Grey,1,3,2020-07-24 08:13:46,II,8,7479593,Grey builds 1 stage of Transcontinental Railroad#Grey spends 3 resources #
1724,Orange,1,1,2020-07-23 23:29:49,II,8,7479593,Orange builds 1 stage of Forbidden City#Orange spends 1 resource #
1725,Grey,W,2,2020-07-23 23:08:08,II,7,7479593,Grey builds Warrior#Grey spends 2 resources #
1726,Grey,W,2,2020-07-23 23:08:01,II,7,7479593,Grey builds Warrior#Grey spends 2 resources #
1727,Green,1,4,2020-07-23 22:20:15,I,7,7479593,Green builds 1 stage of Angkor Vat#Green spends 4 resources Wonder completed #
1728,Green,1,3,2020-07-23 22:20:05,I,7,7479593,Green builds 1 stage of Angkor Vat#Green spends 3 resources #
1729,Green,1,2,2020-07-23 22:19:58,I,7,7479593,Green builds 1 stage of Angkor Vat#Green spends 2 resources #
1730,Orange,K,3,2020-07-23 20:35:04,I,7,7479593,Orange builds Knights#Orange spends 3 resources #
1731,Green,W,2,2020-07-23 14:20:26,I,6,7479593,Green builds Warrior#Green spends 2 resources #
1732,Purple,P,4,2020-07-23 12:31:37,I,6,7479593,Purple builds Printing Press#Purple spends 4 resources #
1733,Grey,1,1,2020-07-23 08:49:28,I,5,7479593,Grey builds 1 stage of Pyramids#Grey spends 1 resource Wonder completed #
1734,Grey,1,2,2020-07-23 08:49:21,I,5,7479593,Grey builds 1 stage of Pyramids#Grey spends 2 resources #
1735,Green,W,2,2020-07-22 23:26:28,I,5,7479593,Green builds Warrior#Green spends 2 resources #
1736,Purple,P,3,2020-07-22 23:24:55,I,5,7479593,Purple builds Printing Press using Ideal Building Site #Purple spends 3 resources #
1737,Grey,1,3,2020-07-22 18:45:54,I,4,7479593,Grey builds 1 stage of Pyramids#Grey spends 3 resources #
1738,Purple,1,2,2020-07-22 17:49:42,I,4,7479593,Purple builds 1 stage of Hanging Gardens#Purple spends 2 resources Wonder completed #
1739,Purple,1,2,2020-07-22 17:49:36,I,4,7479593,Purple builds 1 stage of Hanging Gardens#Purple spends 2 resources #
1740,Orange,R,2,2020-07-22 17:32:34,I,4,7479593,Orange builds Religion using Ideal Building Site #Orange spends 2 resources #
1741,Grey,P,3,2020-07-22 17:29:51,I,3,7479593,Grey builds Philosophy#Grey spends 3 resources #
1742,Green,P,3,2020-07-22 17:16:14,I,3,7479593,Green builds Philosophy#Green spends 3 resources #
1743,Purple,W,2,2020-07-22 17:08:17,I,3,7479593,Purple builds Warrior#Purple spends 2 resources #
1744,Orange,P,3,2020-07-22 17:01:15,I,3,7479593,Orange builds Philosophy#Orange spends 3 resources #
1745,Grey,B,2,2020-07-22 16:58:05,I,2,7479593,Grey builds Bronze#Grey spends 2 resources #
1746,Green,B,2,2020-07-22 16:53:38,I,2,7479593,Green builds Bronze#Green spends 2 resources #
1747,Purple,B,2,2020-07-22 16:49:39,I,2,7479593,Purple builds Bronze#Purple spends 2 resources #
1748,Orange,B,2,2020-07-22 16:37:30,I,2,7479593,Orange builds Bronze#Orange spends 2 resources #
1749,Grey,O,6,2020-08-06 16:18:04,IV,17,7479938,Grey builds Opera#Grey spends 6 resources #
1750,Green,J,6,2020-08-06 16:09:55,IV,17,7479938,Green builds Journalism#Green spends 6 resources #
1751,Green,T,4,2020-08-06 16:09:50,IV,17,7479938,Green builds Theology#Green spends 4 resources #
1752,Green,A,3,2020-08-06 16:09:04,IV,17,7479938,Green builds Air Forces#Green loses 4 military resource Green spends 3 resources #
1753,Purple,W,2,2020-08-06 15:36:53,IV,17,7479938,Purple builds Warrior#Purple spends 2 resources #
1754,Purple,M,7,2020-08-06 15:36:31,IV,17,7479938,Purple builds Modern Infantry#Purple spends 7 resources #
1755,Orange,R,3,2020-08-06 15:23:35,IV,17,7479938,Orange builds Religion#Orange spends 3 resources #
1756,Orange,M,4,2020-08-06 15:23:17,IV,17,7479938,Orange builds Multimedia using Urban Growth#Orange spends 4 resources #
1757,Grey,A,7,2020-08-06 14:52:47,III,16,7479938,Grey builds Air Forces#Grey spends 7 resources #
1758,Green,C,5,2020-08-06 13:04:07,III,16,7479938,Green builds Cannon#Green spends 5 resources #
1759,Green,C,5,2020-08-06 13:02:19,III,16,7479938,Green builds Cannon#Green spends 5 resources #
1760,Orange,K,3,2020-08-06 12:15:43,III,16,7479938,Orange builds Knights#Orange spends 3 resources #
1761,Orange,A,4,2020-08-06 12:15:39,III,16,7479938,Orange builds Air Forces#Orange loses 3 military resource Orange spends 4 resources #
1762,Grey,A,7,2020-08-06 11:55:45,III,15,7479938,Grey builds Air Forces#Grey spends 7 resources #
1763,Grey,R,7,2020-08-06 11:55:36,III,15,7479938,Grey builds Rockets#Grey spends 7 resources #
1764,Green,J,2,2020-08-06 11:23:54,III,15,7479938,Green builds Journalism using Urban Growth#Green spends 2 resources #
1765,Green,C,5,2020-08-06 11:20:12,III,15,7479938,Green builds Cannon#Green spends 5 resources #
1766,Orange,R,3,2020-08-06 11:04:40,III,15,7479938,Orange builds Religion#Orange spends 3 resources #
1767,Grey,R,7,2020-08-06 10:29:05,III,14,7479938,Grey builds Rockets#Grey spends 7 resources #
1768,Grey,O,6,2020-08-06 05:42:17,III,13,7479938,Grey builds Opera#Grey spends 6 resources #
1769,Green,C,5,2020-08-06 00:46:04,III,13,7479938,Green builds Cannon#Green spends 5 resources #
1770,Purple,W,1,2020-08-05 21:49:59,III,13,7479938,Purple builds Warrior#Purple loses 1 military resource Purple spends 1 resource #
1771,Orange,K,3,2020-08-05 21:25:56,III,13,7479938,Orange builds Knights#Orange spends 3 resources #
1772,Grey,I,5,2020-08-05 13:10:49,II,12,7479938,Grey builds Iron#Grey spends 5 resources #
1773,Grey,W,2,2020-08-05 13:10:26,II,12,7479938,Grey builds Warrior#Grey spends 2 resources #
1774,Green,1,3,2020-08-05 11:53:05,II,12,7479938,Green builds 1 stage of Eiffel Tower#Green spends 3 resources Wonder completed #
1775,Purple,2,5,2020-08-05 11:50:00,II,12,7479938,Purple builds 2 stages of Great Wall#Purple spends 5 resources Wonder completed #
1776,Orange,1,4,2020-08-05 11:43:35,II,12,7479938,Orange builds 1 stage of St. Peter's Basilica#Orange spends 4 resources Wonder completed #
1777,Orange,1,4,2020-08-05 11:43:22,II,12,7479938,Orange builds 1 stage of St. Peter's Basilica#Orange spends 4 resources #
1778,Orange,W,2,2020-08-05 11:43:00,II,12,7479938,Orange builds Warrior#Orange spends 2 resources #
1779,Green,J,8,2020-08-05 11:30:53,II,11,7479938,Green builds Journalism#Green spends 8 resources #
1780,Purple,K,3,2020-08-05 11:27:53,II,11,7479938,Purple builds Knights#Purple spends 3 resources #
1781,Purple,2,4,2020-08-05 11:27:40,II,11,7479938,Purple builds 2 stages of Great Wall#Purple spends 4 resources #
1782,Orange,K,3,2020-08-05 11:21:50,II,11,7479938,Orange builds Knights#Orange spends 3 resources #
1783,Grey,W,2,2020-08-05 11:19:43,II,10,7479938,Grey builds Warrior#Grey spends 2 resources #
1784,Purple,O,3,2020-08-05 11:07:52,II,10,7479938,Purple builds Organized Religion using Urban Growth#Purple spends 3 resources #
1785,Green,W,2,2020-08-05 10:40:08,II,9,7479938,Green builds Warrior#Green spends 2 resources #
1786,Orange,K,3,2020-08-04 22:26:21,II,9,7479938,Orange builds Knights#Orange spends 3 resources #
1787,Green,W,2,2020-08-04 20:10:19,II,8,7479938,Green builds Warrior#Green spends 2 resources #
1788,Purple,W,2,2020-08-04 19:13:19,II,8,7479938,Purple builds Warrior#Purple spends 2 resources #
1789,Orange,K,3,2020-08-04 19:07:25,II,8,7479938,Orange builds Knights#Orange spends 3 resources #
1790,Grey,W,2,2020-08-04 19:06:01,II,7,7479938,Grey builds Warrior#Grey spends 2 resources #
1791,Purple,K,3,2020-08-04 16:04:26,I,7,7479938,Purple builds Knights#Purple spends 3 resources #
1792,Orange,R,3,2020-08-04 15:36:18,I,7,7479938,Orange builds Religion#Orange spends 3 resources #
1793,Grey,1,3,2020-08-04 15:01:35,I,6,7479938,Grey builds 1 stage of Universitas Carolina#Grey spends 3 resources Wonder completed #
1794,Purple,W,2,2020-08-04 14:08:10,I,6,7479938,Purple builds Warrior#Purple spends 2 resources #
1795,Purple,W,2,2020-08-04 14:08:04,I,6,7479938,Purple builds Warrior#Purple spends 2 resources #
1796,Orange,P,2,2020-08-04 12:06:51,I,6,7479938,Orange builds Philosophy using Urban Growth#Orange spends 2 resources #
1797,Grey,W,2,2020-08-04 11:28:25,I,5,7479938,Grey builds Warrior#Grey spends 2 resources #
1798,Grey,1,3,2020-08-04 11:28:11,I,5,7479938,Grey builds 1 stage of Universitas Carolina#Grey spends 3 resources #
1799,Grey,1,3,2020-08-04 11:28:00,I,5,7479938,Grey builds 1 stage of Universitas Carolina#Grey spends 3 resources #
1800,Green,T,5,2020-08-04 11:18:25,I,5,7479938,Green builds Theology#Green spends 5 resources #
1801,Green,1,1,2020-08-04 11:17:39,I,5,7479938,Green builds 1 stage of Pyramids#Green spends 1 resource Wonder completed #
1802,Green,1,2,2020-08-04 11:17:31,I,5,7479938,Green builds 1 stage of Pyramids#Green spends 2 resources #
1803,Purple,A,5,2020-08-03 23:51:03,I,5,7479938,Purple builds Alchemy using Urban Growth#Purple spends 5 resources #
1804,Orange,W,2,2020-08-03 23:31:28,I,5,7479938,Orange builds Warrior#Orange spends 2 resources #
1805,Grey,P,1,2020-08-03 18:05:37,I,4,7479938,Grey builds Philosophy using Urban Growth#Grey spends 1 resource #
1806,Grey,1,2,2020-08-03 18:05:19,I,4,7479938,Grey builds 1 stage of Hanging Gardens#Grey spends 2 resources Wonder completed #
1807,Green,P,3,2020-08-03 18:00:24,I,4,7479938,Green builds Philosophy#Green spends 3 resources #
1808,Purple,1,3,2020-08-03 13:09:12,I,4,7479938,Purple builds 1 stage of Colossus#Purple spends 3 resources Wonder completed #
1809,Purple,1,3,2020-08-03 13:09:04,I,4,7479938,Purple builds 1 stage of Colossus#Purple spends 3 resources #
1810,Orange,1,1,2020-08-03 11:53:55,I,4,7479938,Orange builds 1 stage of Library of Alexandria#Orange spends 1 resource Wonder completed #
1811,Orange,1,4,2020-08-03 11:53:44,I,4,7479938,Orange builds 1 stage of Library of Alexandria#Orange spends 4 resources #
1812,Orange,1,1,2020-08-03 11:53:38,I,4,7479938,Orange builds 1 stage of Library of Alexandria#Orange spends 1 resource #
1813,Grey,1,2,2020-08-03 11:40:51,I,3,7479938,Grey builds 1 stage of Hanging Gardens#Grey spends 2 resources #
1814,Green,1,3,2020-08-03 11:15:40,I,3,7479938,Green builds 1 stage of Pyramids#Green spends 3 resources #
1815,Grey,B,2,2020-07-30 23:22:32,I,2,7479938,Grey builds Bronze#Grey spends 2 resources #
1816,Green,B,2,2020-07-30 12:53:17,I,2,7479938,Green builds Bronze#Green spends 2 resources #
1817,Purple,B,2,2020-07-30 12:31:22,I,2,7479938,Purple builds Bronze#Purple spends 2 resources #
1818,Orange,B,2,2020-07-30 12:17:44,I,2,7479938,Orange builds Bronze#Orange spends 2 resources #
1819,Grey,A,2,2020-08-11 16:54:43,IV,18,7480288,Grey builds Agriculture#Grey spends 2 resources #
1820,Grey,A,2,2020-08-11 16:54:31,IV,18,7480288,Grey builds Agriculture#Grey spends 2 resources #
1821,Grey,A,2,2020-08-11 16:54:13,IV,18,7480288,Grey builds Agriculture#Grey spends 2 resources #
1822,Grey,3,12,2020-08-11 16:52:21,IV,18,7480288,Grey builds 3 stages of Fast Food Chains#Grey spends 12 resources #
1823,Green,O,6,2020-08-11 16:48:45,IV,18,7480288,Green builds Opera#Green spends 6 resources #
1824,Green,1,9,2020-08-11 16:46:47,IV,18,7480288,Green builds 1 stage of First Space Flight#Green spends 9 resources Wonder completed Green scores 27 culture #
1825,Green,3,7,2020-08-11 16:46:43,IV,18,7480288,Green builds 3 stages of First Space Flight#Green spends 7 resources #
1826,Purple,1,5,2020-08-11 16:37:57,IV,18,7480288,Purple builds 1 stage of Hollywood#Purple spends 5 resources Wonder completed Purple scores 42 culture #
1827,Purple,P,2,2020-08-11 16:37:32,IV,18,7480288,Purple builds Printing Press#Purple spends 2 resources #
1828,Orange,W,2,2020-08-11 15:10:53,IV,18,7480288,Orange builds Warrior#Orange spends 2 resources #
1829,Orange,1,2,2020-08-11 15:10:22,IV,18,7480288,Orange builds 1 stage of Internet#Orange spends 2 resources Wonder completed Orange scores 20 culture #
1830,Orange,2,7,2020-08-11 15:10:15,IV,18,7480288,Orange builds 2 stages of Internet#Orange spends 7 resources #
1831,Orange,2,5,2020-08-11 15:10:09,IV,18,7480288,Orange builds 2 stages of Internet#Orange spends 5 resources #
1832,Grey,B,2,2020-08-11 14:43:07,IV,17,7480288,Grey builds Bronze#Grey spends 2 resources #
1833,Grey,C,8,2020-08-11 14:42:59,IV,17,7480288,Grey builds Computers#Grey spends 8 resources #
1834,Green,C,9,2020-08-11 14:29:35,III,17,7480288,Green builds Computers#Green spends 9 resources #
1835,Purple,1,6,2020-08-11 14:25:09,III,17,7480288,Purple builds 1 stage of Hollywood#Purple spends 6 resources #
1836,Orange,M,10,2020-08-11 14:09:25,III,17,7480288,Orange builds Multimedia#Orange spends 10 resources #
1837,Grey,C,8,2020-08-11 13:53:47,III,16,7480288,Grey builds Computers#Grey spends 8 resources #
1838,Green,C,9,2020-08-11 13:51:32,III,16,7480288,Green builds Computers#Green spends 9 resources #
1839,Orange,2,10,2020-08-11 13:17:04,III,16,7480288,Orange builds 2 stages of Eiffel Tower#Orange spends 10 resources Wonder completed #
1840,Grey,M,8,2020-08-11 13:14:15,III,15,7480288,Grey builds Mechanized Agriculture#Grey spends 8 resources #
1841,Green,W,2,2020-08-11 10:47:51,III,15,7480288,Green builds Warrior#Green spends 2 resources #
1842,Orange,1,3,2020-08-11 10:13:35,III,15,7480288,Orange builds 1 stage of Eiffel Tower#Orange spends 3 resources #
1843,Grey,R,2,2020-08-11 09:45:03,III,14,7480288,Grey builds Riflemen#Grey loses 3 military resource Grey spends 2 resources #
1844,Grey,C,5,2020-08-11 09:44:48,III,14,7480288,Grey builds Coal using Rich Land#Grey spends 5 resources #
1845,Grey,J,5,2020-08-11 08:45:20,III,13,7480288,Grey builds Journalism using Urban Growth#Grey spends 5 resources #
1846,Green,W,2,2020-08-11 08:37:41,III,13,7480288,Green builds Warrior#Green spends 2 resources #
1847,Green,W,2,2020-08-11 08:37:26,III,13,7480288,Green builds Warrior#Green spends 2 resources #
1848,Purple,D,2,2020-08-11 07:34:21,III,13,7480288,Purple builds Drama#Purple spends 2 resources #
1849,Purple,P,1,2020-08-11 07:34:06,III,13,7480288,Purple builds Printing Press#Purple spends 1 resource #
1850,Orange,C,5,2020-08-10 22:53:33,III,13,7480288,Orange builds Cannon#Orange spends 5 resources #
1851,Green,O,6,2020-08-10 22:41:16,II,12,7480288,Green builds Opera#Green spends 6 resources #
1852,Green,O,4,2020-08-10 22:41:09,II,12,7480288,Green builds Opera using Urban Growth#Green spends 4 resources #
1853,Orange,C,5,2020-08-10 22:20:12,II,12,7480288,Orange builds Cannon#Orange spends 5 resources #
1854,Grey,1,4,2020-08-10 21:51:11,II,11,7480288,Grey builds 1 stage of Kremlin#Grey spends 4 resources Wonder completed #
1855,Grey,1,4,2020-08-10 21:51:02,II,11,7480288,Grey builds 1 stage of Kremlin#Grey spends 4 resources #
1856,Grey,1,4,2020-08-10 21:50:52,II,11,7480288,Grey builds 1 stage of Kremlin#Grey spends 4 resources #
1857,Green,3,7,2020-08-10 21:26:45,II,11,7480288,Green builds 3 stages of Great Wall#Green spends 7 resources Wonder completed #
1858,Purple,D,3,2020-08-10 21:25:35,II,11,7480288,Purple builds Drama#Purple spends 3 resources #
1859,Orange,O,7,2020-08-10 21:15:32,II,11,7480288,Orange builds Opera#Orange spends 7 resources #
1860,Grey,W,2,2020-08-10 21:08:49,II,10,7480288,Grey builds Warrior#Grey spends 2 resources #
1861,Green,1,2,2020-08-10 20:52:31,II,10,7480288,Green builds 1 stage of Great Wall#Green spends 2 resources #
1862,Orange,O,7,2020-08-10 19:51:11,II,10,7480288,Orange builds Opera#Orange spends 7 resources #
1863,Green,I,5,2020-08-10 18:50:51,II,9,7480288,Green builds Iron#Green spends 5 resources #
1864,Orange,O,7,2020-08-10 18:26:56,II,9,7480288,Orange builds Opera#Orange spends 7 resources #
1865,Grey,W,2,2020-08-10 17:59:18,II,8,7480288,Grey builds Warrior#Grey spends 2 resources #
1866,Green,W,2,2020-08-10 17:23:29,II,8,7480288,Green builds Warrior#Green spends 2 resources #
1867,Green,W,2,2020-08-10 17:23:24,II,8,7480288,Green builds Warrior#Green spends 2 resources #
1868,Orange,W,2,2020-08-10 17:00:50,II,8,7480288,Orange builds Warrior#Orange spends 2 resources #
1869,Orange,W,2,2020-08-10 16:59:38,II,8,7480288,Orange builds Warrior#Orange spends 2 resources #
1870,Grey,P,3,2020-08-10 16:52:24,II,7,7480288,Grey builds Printing Press#Grey spends 3 resources #
1871,Grey,P,1,2020-08-10 16:51:27,II,7,7480288,Grey builds Printing Press using Urban Growth#Grey spends 1 resource #
1872,Orange,I,4,2020-08-10 15:57:42,I,7,7480288,Orange builds Iron using Rich Land#Orange spends 4 resources #
1873,Green,R,3,2020-08-10 15:00:34,I,6,7480288,Green builds Religion#Green spends 3 resources #
1874,Green,R,3,2020-08-10 14:58:17,I,6,7480288,Green builds Religion#Green spends 3 resources #
1875,Purple,W,2,2020-08-10 08:21:44,I,6,7480288,Purple builds Warrior#Purple spends 2 resources #
1876,Purple,D,4,2020-08-10 08:21:37,I,6,7480288,Purple builds Drama#Purple spends 4 resources #
1877,Orange,W,2,2020-08-09 22:28:41,I,6,7480288,Orange builds Warrior#Orange spends 2 resources #
1878,Orange,1,3,2020-08-09 22:26:34,I,6,7480288,Orange builds 1 stage of Universitas Carolina#Orange spends 3 resources Wonder completed #
1879,Orange,2,6,2020-08-09 22:26:26,I,6,7480288,Orange builds 2 stages of Universitas Carolina#Orange spends 6 resources #
1880,Purple,P,3,2020-08-09 13:17:46,I,5,7480288,Purple builds Printing Press#Purple spends 3 resources #
1881,Purple,P,3,2020-08-09 13:17:32,I,5,7480288,Purple builds Printing Press#Purple spends 3 resources #
1882,Grey,1,1,2020-08-07 15:23:14,I,4,7480288,Grey builds 1 stage of Pyramids#Grey spends 1 resource Wonder completed #
1883,Grey,1,2,2020-08-07 15:23:08,I,4,7480288,Grey builds 1 stage of Pyramids#Grey spends 2 resources #
1884,Grey,1,3,2020-08-07 15:23:02,I,4,7480288,Grey builds 1 stage of Pyramids#Grey spends 3 resources #
1885,Green,P,2,2020-08-07 14:56:46,I,4,7480288,Green builds Philosophy using Urban Growth#Green spends 2 resources #
1886,Green,1,4,2020-08-07 14:56:25,I,4,7480288,Green builds 1 stage of St. Peter's Basilica#Green spends 4 resources Wonder completed #
1887,Purple,1,2,2020-08-07 14:39:58,I,4,7480288,Purple builds 1 stage of Hanging Gardens#Purple spends 2 resources Wonder completed #
1888,Grey,R,2,2020-08-07 01:27:12,I,4,7480288,Grey builds Religion#Grey spends 2 resources #
1889,Purple,P,2,2020-08-06 20:37:17,I,4,7480288,Purple builds Philosophy#Purple spends 2 resources #
1890,Orange,1,1,2020-08-06 20:31:52,I,4,7480288,Orange builds 1 stage of Library of Alexandria#Orange spends 1 resource Wonder completed #
1891,Orange,1,4,2020-08-06 20:31:47,I,4,7480288,Orange builds 1 stage of Library of Alexandria#Orange spends 4 resources #
1892,Orange,1,1,2020-08-06 20:31:42,I,4,7480288,Orange builds 1 stage of Library of Alexandria#Orange spends 1 resource #
1893,Grey,P,2,2020-08-06 19:56:52,I,3,7480288,Grey builds Philosophy using Urban Growth#Grey spends 2 resources #
1894,Green,1,4,2020-08-06 19:29:54,I,3,7480288,Green builds 1 stage of St. Peter's Basilica#Green spends 4 resources #
1895,Purple,1,2,2020-08-06 18:48:58,I,3,7480288,Purple builds 1 stage of Hanging Gardens#Purple spends 2 resources #
1896,Orange,P,3,2020-08-06 18:41:09,I,3,7480288,Orange builds Philosophy#Orange spends 3 resources #
1897,Grey,B,2,2020-08-06 18:34:54,I,2,7480288,Grey builds Bronze#Grey spends 2 resources #
1898,Green,B,1,2020-08-06 18:30:31,I,2,7480288,Green builds Bronze using Rich Land#Green spends 1 resource #
