,player,event_age,time,age,round,game_id,text
413,Purple,2,2020-06-11 19:02:26,II,10,7477545,Purple plays event#Purple scores 2 culture Current event: I / Rats Each civilization loses all stored food. Orange loses 1 food. Purple loses 2 food. Green loses 3 food. Grey loses 2 food. #
414,Orange,1,2020-06-11 16:51:01,II,10,7477545,Orange plays event#Orange scores 1 culture Current event: I / Strategic Territory 3 military cards #
415,Green,2,2020-06-11 15:42:18,II,9,7477545,Green plays event#Green scores 2 culture Current event: I / Immigration All civilizations with the most happy faces gain 1 population. Orange receives a new immigrant #
416,Purple,2,2020-06-11 14:54:40,II,9,7477545,Purple plays event#Purple scores 2 culture Future events are now current events. Current event: I / Good Harvest Each civilization produces food immediately. Ignore corruption and consumption. Orange produces 3 food Purple produces 2 food Green produces 3 food Grey produces 3 food #
417,Orange,1,2020-06-11 09:08:50,II,8,7477545,Orange plays event#Orange scores 1 culture Current event: I / Historic Territory 6 culture #
418,Grey,1,2020-06-10 22:49:27,II,7,7477545,Grey plays event#Grey scores 1 culture Current event: I / Raiders Each of the two weakest civilizations lose a total of 2 resources and/or food. Purple and Grey each lose 2 resources and/or food Purple choses first #
419,Purple,1,2020-06-10 16:44:47,I,7,7477545,Purple plays event#Purple scores 1 culture Current event: I / Rebellion Each civlization immediately spends 2 civil actions (without effect) per discontent worker. #
420,Grey,1,2020-06-10 12:59:27,I,6,7477545,Grey plays event#Grey scores 1 culture Current event: I / Uncertain Borders The strongest civilization takes 1 yellow token from the weakest civilization's yellow bank. Green gets 1 yellow token Grey loses 1 yellow token #
421,Purple,1,2020-06-10 12:15:05,I,6,7477545,Purple plays event#Purple scores 1 culture Current event: I / Foray Each of the two strongest civilizations gains a total of 3 resources and/or food. Green and Orange each produce 3 resources and/or food Orange choses first #
422,Grey,1,2020-06-10 11:17:53,I,5,7477545,Grey plays event#Grey scores 1 culture Future events are now current events. Current event: A / Development of Markets Each civilization gains 2 resources or 2 food (player's choice). #
423,Purple,1,2020-06-10 10:47:46,I,5,7477545,Purple plays event#Purple scores 1 culture Current event: A / Development of Warfare Each player with an unused worker may immediately build a Warrior unit for free. #
424,Grey,1,2020-06-09 19:48:11,I,4,7477545,Grey plays event#Grey scores 1 culture Current event: A / Development of Trade Routes Each civilization scores 1 science and gains 1 resource and 1 food. #
425,Green,1,2020-06-09 17:29:33,I,4,7477545,Green plays event#Green scores 1 culture Current event: A / Development of Religion Each player with an unused worker may immediately build an Age A temple for free. #
426,Green,1,2020-06-09 14:32:42,I,3,7477545,"Green plays event#Green scores 1 culture Current event: A / Development of Civilization Immediately, each civilization may either: increase its population; or build a farm, mine or urban building; or develop a technology. It costs 1 food or 1 resource or 1 science less than usual. #"
427,Orange,1,2020-06-09 14:03:28,I,3,7477545,Orange plays event#Orange scores 1 culture Current event: A / Development of Science Each civilization scores 2 science. #
428,Grey,3,2020-06-17 11:38:00,IV,18,7477831,Grey plays event#Grey scores 3 culture Current event: III / Impact of Agriculture Each civilization scores culture equal to the amount of food it produces with a bonus of 4 culture if this exceeds consumption. Orange scores 10 culture Purple scores 4 culture Green scores 7 culture Grey scores 10 culture #
429,Purple,3,2020-06-17 11:27:01,IV,18,7477831,"Purple plays event#Purple scores 3 culture Current event: II / Civil Unrest Each civilization loses 4 culture per discontent worker. All civilizations with the most discontent workers also returns 1 blue token to the box. If no one has discontent workers, this event has no effect. Orange loses 4 culture Green loses 4 culture Grey loses 4 culture Orange loses 1 blue token Green loses 1 blue token Grey loses 1 blue token #"
430,Orange,3,2020-06-17 11:18:26,IV,18,7477831,Orange plays event#Orange scores 3 culture Future events are now current events. Current event: II / Iconoclasm Each civilization with a leader that is not from the current age must remove that leader from play. Albert Einstein dies Winston Churchill dies Sid Meier dies Charles Chaplin dies #
431,Orange,3,2020-06-17 10:31:40,III,17,7477831,Orange plays event#Orange scores 3 culture Current event: II / Economic Progress Each player produces immediately: Evaluate corruption. Produce food. Evaluate consumption. Produce resources. CORRUPTION! Orange loses 2 resources CORRUPTION! Purple loses 2 resources CORRUPTION! Green loses 2 resources CORRUPTION! Grey loses 2 resources Orange produces : 4 food - consumption: 2 Orange produces : 4 resources Purple produces : 1 food - consumption: 3 Purple produces : 2 resources Green produces : 1 food - consumption: 2 Green produces : 4 resources Grey produces : 3 food - consumption: 3 Grey produces : 4 resources #
432,Purple,3,2020-06-16 22:26:06,III,16,7477831,Purple plays event#Purple scores 3 culture Current event: II / Historic Territory 11 culture #
433,Green,2,2020-06-16 20:50:02,III,15,7477831,Green plays event#Green scores 2 culture Current event: II / Vast Territory 4 food #
434,Green,3,2020-06-16 20:25:02,III,14,7477831,Green plays event#Green scores 3 culture Current event: II / Cold War The two strongest civilizations score 6 science. Purple scores 6 science Orange scores 6 science #
435,Orange,3,2020-06-16 19:18:58,III,14,7477831,Orange plays event#Orange scores 3 culture Current event: I / Developed Territory 3 science #
436,Green,2,2020-06-16 17:10:10,III,13,7477831,Green plays event#Green scores 2 culture Future events are now current events. Current event: II / Ravages of Time Each player chooses one of his or her completed wonder from Age A or I and turns it face down. These wonders lose their effects and produce 2 culture instead. Orange must choose a wonder to ravage Purple must choose a wonder to ravage St. Peter's Basilica crumbles Grey must choose a wonder to ravage #
437,Green,2,2020-06-16 16:23:14,II,12,7477831,Green plays event#Green scores 2 culture Current event: I / Foray Each of the two strongest civilizations gains a total of 3 resources and/or food. Green and Purple each produce 3 resources and/or food Purple choses first #
438,Purple,2,2020-06-16 16:18:02,II,12,7477831,Purple plays event#Purple scores 2 culture Current event: I / Scientific Breakthrough Each civilization immediately scores science equal to the amount of science it produces. Orange scores 5 science Purple scores 3 science Green scores 5 science Grey scores 6 science #
439,Green,2,2020-06-16 15:45:57,II,11,7477831,Green plays event#Green scores 2 culture Current event: I / Reign of Terror The weakest civilization loses 1 population. Grey loses 1 population #
440,Orange,1,2020-06-16 15:26:52,II,11,7477831,Orange plays event#Orange scores 1 culture Current event: I / Crusades The strongest civilization scores 4 culture. The weakest civilization loses 4 culture. Purple scores 4 culture Orange loses 4 culture #
441,Orange,2,2020-06-16 14:40:01,II,10,7477831,Orange plays event#Orange scores 2 culture Current event: I / Wealthy Territory 5 resources #
442,Orange,2,2020-06-16 13:16:57,II,9,7477831,Orange plays event#Orange scores 2 culture Future events are now current events. Current event: I / Historic Territory 6 culture #
443,Grey,1,2020-06-16 12:44:14,II,8,7477831,Grey plays event#Grey scores 1 culture Current event: I / Rebellion Each civlization immediately spends 2 civil actions (without effect) per discontent worker. #
444,Green,1,2020-06-16 10:46:31,II,8,7477831,Green plays event#Green scores 1 culture Current event: I / Vast Territory 3 food #
445,Orange,1,2020-06-16 10:17:43,II,8,7477831,Orange plays event#Orange scores 1 culture Current event: I / Immigration All civilizations with the most happy faces gain 1 population. Grey receives a new immigrant #
446,Purple,1,2020-06-16 09:54:09,I,7,7477831,Purple plays event#Purple scores 1 culture Current event: I / Rats Each civilization loses all stored food. Orange loses 4 food. Purple loses 5 food. Green loses 5 food. Grey loses 3 food. #
447,Grey,1,2020-06-15 19:01:41,I,6,7477831,Grey plays event#Grey scores 1 culture Current event: I / Strategic Territory 3 military cards #
448,Orange,1,2020-06-15 17:39:51,I,6,7477831,Orange plays event#Orange scores 1 culture Future events are now current events. Current event: A / Development of Warfare Each player with an unused worker may immediately build a Warrior unit for free. #
449,Grey,1,2020-06-15 17:22:57,I,5,7477831,Grey plays event#Grey scores 1 culture Current event: A / Development of Trade Routes Each civilization scores 1 science and gains 1 resource and 1 food. #
450,Purple,1,2020-06-15 16:47:04,I,4,7477831,Purple plays event#Purple scores 1 culture Current event: A / Development of Settlement Each civilization gains 1 population. #
451,Grey,1,2020-06-15 16:22:45,I,3,7477831,Grey plays event#Grey scores 1 culture Current event: A / Development of Crafts Each civilization gains 2 resources. Orange produces 2 resources Purple produces 2 resources Green produces 2 resources Grey produces 2 resources #
452,Green,1,2020-06-15 16:08:56,I,3,7477831,Green plays event#Green scores 1 culture Current event: A / Development of Agriculture Each civilization gains 2 food. Orange produces 2 food Purple produces 2 food Green produces 2 food Grey produces 2 food #
453,Purple,1,2020-06-15 15:47:02,I,3,7477831,"Purple plays event#Purple scores 1 culture Current event: A / Development of Civilization Immediately, each civilization may either: increase its population; or build a farm, mine or urban building; or develop a technology. It costs 1 food or 1 resource or 1 science less than usual. #"
454,Grey,3,2020-06-21 21:59:35,IV,19,7477939,Grey plays event#Grey scores 3 culture Current event: III / Impact of Technology Each civilization scores 4 culture for each of its level III technologies (level II in Advanced game). Orange scores 12 culture Purple scores 4 culture Green scores 16 culture Grey scores 12 culture #
455,Purple,3,2020-06-21 21:52:53,IV,19,7477939,Purple plays event#Purple scores 3 culture Current event: III / Impact of Progress Each civilization scores 2 culture per level of each of its government and special (blue) technologies. Orange scores 10 culture Purple scores 18 culture Green scores 10 culture Grey scores 20 culture #
456,Orange,3,2020-06-21 21:46:33,IV,19,7477939,Orange plays event#Orange scores 3 culture Current event: II / Iconoclasm Discard all leaders that are not from the current age. Tomá Garrigue Masaryk dies John Paul II dies Santiago Ramón y Cajal dies Sid Meier dies #
457,Grey,3,2020-06-21 19:59:33,III,17,7477939,Grey plays event#Grey scores 3 culture Future events are now current events. Current event: II / Cold War The two strongest civilizations score 6 science. Green scores 6 science Orange scores 6 science #
458,Purple,3,2020-06-21 19:07:14,III,17,7477939,Purple plays event#Purple scores 3 culture Current event: II / Terrorism The civilization with the fewest culture points destroys 1 urban building of each other civilization. Purple launches terrorist attacks #
459,Grey,3,2020-06-21 14:48:32,III,16,7477939,"Grey plays event#Grey scores 3 culture Current event: II / Emigration Each civilization loses half of its discontent workers, rounded up (return to yellow bank). #"
460,Purple,3,2020-06-21 12:35:08,III,16,7477939,Purple plays event#Purple scores 3 culture Current event: II / Popularization of Science Each civilization scores culture equal to its science rating. Orange scores 6 culture Purple scores 5 culture Green scores 5 culture Grey scores 3 culture #
461,Green,3,2020-06-19 20:27:46,III,15,7477939,Green plays event#Green scores 3 culture Current event: II / Wealthy Territory 8 resources #
462,Green,2,2020-06-18 20:49:08,III,14,7477939,Green plays event#Green scores 2 culture Current event: II / Inhabited Territory 2 population #
463,Purple,2,2020-06-18 17:58:38,III,14,7477939,Purple plays event#Purple scores 2 culture Future events are now current events. Current event: II / Civil Unrest Each civilization loses 4 culture per discontent worker. Grey loses 4 culture #
464,Orange,2,2020-06-18 17:37:00,III,14,7477939,Orange plays event#Orange scores 2 culture Current event: II / Refugees The weakest civilization loses 3 culture and 1 population. The strongest gains 3 culture and 1 population. Grey gains 3 culture and 1 population Purple loses 3 cultureand 1 population #
465,Green,2,2020-06-18 17:19:06,III,13,7477939,Green plays event#Green scores 2 culture Current event: II / Economic Progress Each player's mines and farms produce immediately. Do not ignore consumption and corruption. Orange produces : 4 food - consumption: 1 Orange produces : 4 resources - corruption: 2 Purple produces : 1 food - consumption: 2 Purple produces : 2 resources Green produces : 0 food - consumption: 2 Green produces : 4 resources Grey produces : 2 food - consumption: 2 Grey produces : 4 resources - corruption: 2 #
466,Grey,2,2020-06-18 15:22:55,II,12,7477939,Grey plays event#Grey scores 2 culture Current event: I / Raiders The two weakest civilizations each lose a total of 2 resources and/or food. Green and Purple each lose 2 resources and/or food Green chooses first #
467,Purple,2,2020-06-18 12:53:08,II,11,7477939,Purple plays event#Purple scores 2 culture Current event: I / Historic Territory 6 culture #
468,Orange,2,2020-06-18 12:37:19,II,11,7477939,Orange plays event#Orange scores 2 culture Current event: I / Scientific Breakthrough Each civilization immediately scores science equal to its science rating. Orange scores 6 science Purple scores 4 science Green scores 3 science Grey scores 5 science #
469,Orange,2,2020-06-18 11:28:51,II,10,7477939,"Orange plays event#Orange scores 2 culture Future events are now current events. Current event: I / Border Conflict The weakest civilization loses 1 urban building, farm, or mine. The strongest produces 3 resources. Grey produces 3 resources Purple must destroy a mine, farm or urban building #"
470,Purple,2,2020-06-18 10:16:38,II,9,7477939,Purple plays event#Purple scores 2 culture Current event: I / Immigration Civilization(s) with most happy faces increase population by 1. Purple receives a new immigrant Green receives a new immigrant #
471,Orange,1,2020-06-18 10:02:36,II,9,7477939,Orange plays event#Orange scores 1 culture Current event: I / Foray The two strongest civilizations each produce a total of 3 resources/food. Orange and Purple each produce 3 resources and/or food Purple chooses first #
472,Grey,2,2020-06-18 09:57:46,II,8,7477939,Grey plays event#Grey scores 2 culture Current event: I / Rats Each civilization loses all stored food. Orange loses 5 food. Purple loses 3 food. Green loses 3 food. Grey loses 3 food. #
473,Orange,1,2020-06-18 09:17:32,II,8,7477939,Orange plays event#Orange scores 1 culture Current event: I / Fertile Territory 3 food #
474,Grey,1,2020-06-17 21:20:40,II,7,7477939,Grey plays event#Grey scores 1 culture Current event: I / Pestilence Each civilization loses 1 population. #
475,Purple,1,2020-06-17 20:42:02,I,7,7477939,Purple plays event#Purple scores 1 culture Future events are now current events. Current event: I / New Deposits Each player's mines produce immediately. Ignore corruption. Orange produces 5 resources Purple produces 3 resources Green produces 3 resources Grey produces 3 resources #
476,Orange,1,2020-06-17 19:43:29,I,7,7477939,Orange plays event#Orange scores 1 culture Current event: I / Good Harvest Each player's farms produce immediately. Ignore consumption and corruption. Orange produces 2 food Purple produces 2 food Green produces 2 food Grey produces 2 food #
477,Grey,1,2020-06-17 19:37:22,I,6,7477939,Grey plays event#Grey scores 1 culture Current event: I / Crusades The strongest civilization scores 4 culture. The weakest loses 4 culture. Grey scores 4 culture Purple loses 4 culture #
478,Orange,1,2020-06-17 18:42:57,I,6,7477939,Orange plays event#Orange scores 1 culture Current event: I / Reign of Terror The weakest civilization loses 1 population. Green loses 1 population.#
479,Grey,1,2020-06-17 18:28:28,I,5,7477939,Grey plays event#Grey scores 1 culture Current event: I / Cultural Influence Each civilization immediatly scores culture equal to its culture rating. Orange scores 1 culture Purple scores 3 culture Green scores 1 culture Grey scores 1 culture #
480,Grey,1,2020-06-17 17:19:54,I,4,7477939,Grey plays event#Grey scores 1 culture Current event: I / Rebellion Each player loses 2 civil actions per discontent worker (on their next turn). #
481,Purple,1,2020-06-17 16:49:25,I,4,7477939,Purple plays event#Purple scores 1 culture Future events are now current events. Current event: A / Development of Trade Routes Each civilization scores 1 science and produces 1 resource and 1 food. #
482,Orange,1,2020-06-17 16:33:17,I,4,7477939,Orange plays event#Orange scores 1 culture Current event: A / No Event #
483,Grey,1,2020-06-17 16:25:31,I,3,7477939,Grey plays event#Grey scores 1 culture Current event: A / Development of Science Each civilization scores 2 science. #
484,Green,1,2020-06-17 16:02:51,I,3,7477939,Green plays event#Green scores 1 culture Current event: A / Development of Crafts Each civilization produces 2 resources. Orange produces 2 resources Purple produces 2 resources Green produces 2 resources Grey produces 2 resources #
485,Purple,1,2020-06-17 15:58:27,I,3,7477939,Purple plays event#Purple scores 1 culture Current event: A / Development of Politics Each player draws 3 military cards. Active player does not discard military cards this round. Orange draws 3 military cards Purple draws 3 military cards Green draws 3 military cards Grey draws 3 military cards #
486,Orange,1,2020-06-17 15:53:44,I,3,7477939,Orange plays event#Orange scores 1 culture Current event: A / Development of Religion Each player with an unused worker may immediately build an Age A temple for free. #
487,Purple,3,2020-06-24 09:58:12,IV,19,7478150,Purple plays event#Purple scores 3 culture Current event: III / Impact of Colonies Each civilization scores 4 culture per colony. Orange scores 16 culture Purple scores 8 culture Green scores 8 culture Grey scores 12 culture #
488,Orange,3,2020-06-24 08:55:49,IV,19,7478150,Orange plays event#Orange scores 3 culture Current event: III / Impact of Government Each civilization scores 2 culture per civil action and 1 culture per military action. Orange scores 21 culture Purple scores 21 culture Green scores 18 culture Grey scores 24 culture #
489,Grey,3,2020-06-24 08:47:27,III,18,7478150,Grey plays event#Grey scores 3 culture Current event: II / Civil Unrest Each civilization loses 4 culture per discontent worker. Event has no effect #
490,Purple,3,2020-06-23 23:03:07,III,18,7478150,Purple plays event#Purple scores 3 culture Current event: II / International Agreement The strongest civilization may immediately take up to 5 civil actions in cards by giving up its next political action. Then replenish the cards in the card row. #
491,Orange,3,2020-06-23 22:47:56,III,18,7478150,Orange plays event#Orange scores 3 culture Future events are now current events. Current event: III / Impact of Happiness Each civilization scores 2 culture per happy face (max 16) and loses 2 per discontent worker. Orange scores 10 culture Purple scores 16 culture Green scores 10 culture Grey scores 8 culture #
492,Grey,3,2020-06-23 21:33:20,III,17,7478150,Grey plays event#Grey scores 3 culture Current event: III / Impact of Architecture Each civilization scores 1 culture per level of its urban buildings. Orange scores 10 culture Purple scores 5 culture Green scores 10 culture Grey scores 8 culture #
493,Green,2,2020-06-23 21:14:01,III,17,7478150,Green plays event#Green scores 2 culture Current event: III / Impact of Wonders Each civilization scores culture for its wonders: 5 for age A 4 for age I 3 for age II 2 for age III Orange scores 12 culture Purple scores 15 culture Green scores 9 culture Grey scores 8 culture #
494,Purple,3,2020-06-23 20:00:50,III,17,7478150,Purple plays event#Purple scores 3 culture Current event: II / Terrorism The civilization with the fewest culture points destroys 1 urban building of each other civilization. Grey launches terrorist attacks #
495,Orange,3,2020-06-23 18:12:40,III,17,7478150,Orange plays event#Orange scores 3 culture Current event: II / Fertile Territory 5 food #
496,Grey,2,2020-06-23 17:53:35,III,16,7478150,Grey plays event#Grey scores 2 culture Current event: II / Iconoclasm Discard all leaders that are not from the current age. William Shakespeare dies James Watt dies Maximillien Robespierre dies Johannes Sebastian Bach dies #
497,Green,3,2020-06-23 16:59:09,III,16,7478150,Green plays event#Green scores 3 culture Future events are now current events. Current event: II / Developed Territory 5 science #
498,Orange,3,2020-06-23 16:47:24,III,16,7478150,Orange plays event#Orange scores 3 culture Current event: II / Crime Wave The two weakest civilizations lose 3 culture and 1 blue token. Grey loses 3 culture and 1 blue token Purple loses 3 culture and 1 blue token #
499,Grey,2,2020-06-23 16:44:09,III,15,7478150,Grey plays event#Grey scores 2 culture Current event: II / Popularization of Science Each civilization scores culture equal to its science rating. Orange scores 4 culture Purple scores 3 culture Green scores 6 culture Grey scores 6 culture #
500,Green,2,2020-06-23 16:38:38,III,15,7478150,Green plays event#Green scores 2 culture Current event: II / National Pride The civilization with the most culture points scores 5 culture. Purple scores 5 culture #
501,Purple,3,2020-06-23 16:09:44,III,15,7478150,Purple plays event#Purple scores 3 culture Current event: II / Strategic Territory 5 military cards #
502,Grey,2,2020-06-23 15:51:50,III,14,7478150,Grey plays event#Grey scores 2 culture Current event: II / Cold War The two strongest civilizations score 6 science. Orange scores 6 science Grey scores 6 science #
503,Green,2,2020-06-23 13:36:52,III,14,7478150,Green plays event#Green scores 2 culture Future events are now current events. Current event: II / Wealthy Territory 8 resources #
504,Purple,2,2020-06-23 13:33:50,III,14,7478150,"Purple plays event#Purple scores 2 culture Current event: II / Emigration Each civilization loses half of its discontent workers, rounded up (return to yellow bank). #"
505,Grey,2,2020-06-23 12:54:09,II,13,7478150,Grey plays event#Grey scores 2 culture Current event: II / Historic Territory 11 culture #
506,Green,2,2020-06-23 12:50:09,II,13,7478150,Green plays event#Green scores 2 culture Current event: II / Independence Declaration The weakest civilization loses 1 colony (owner's choice). No effect: Purple has no colony #
507,Purple,2,2020-06-23 12:43:56,II,13,7478150,Purple plays event#Purple scores 2 culture Current event: II / Refugees The weakest civilization loses 3 culture and 1 population. The strongest gains 3 culture and 1 population. Orange gains 3 culture and 1 population Grey loses 3 cultureand 1 population #
508,Orange,2,2020-06-23 12:11:52,II,13,7478150,"Orange plays event#Orange scores 2 culture Current event: I / Border Conflict The weakest civilization loses 1 urban building, farm, or mine. The strongest produces 3 resources. Orange produces 3 resources Grey must destroy a mine, farm or urban building #"
509,Green,2,2020-06-23 11:55:15,II,12,7478150,Green plays event#Green scores 2 culture Future events are now current events. Current event: II / Economic Progress Each player's mines and farms produce immediately. Do not ignore consumption and corruption. Orange produces : 1 food - consumption: 2 Orange produces : 4 resources - corruption: 4 Purple produces : 1 food - consumption: 2 Purple produces : 5 resources Green produces : 2 food - consumption: 2 Green produces : 2 resources - corruption: 2 Grey produces : 2 food - consumption: 0 Grey produces : 1 resources - corruption: 2 #
510,Purple,2,2020-06-23 11:39:57,II,12,7478150,Purple plays event#Purple scores 2 culture Current event: I / Pestilence Each civilization loses 1 population. #
511,Green,2,2020-06-23 11:12:32,II,11,7478150,Green plays event#Green scores 2 culture Current event: I / Good Harvest Each player's farms produce immediately. Ignore consumption and corruption. Orange produces 3 food Purple produces 3 food Green produces 4 food Grey produces 2 food #
512,Purple,2,2020-06-23 11:08:56,II,11,7478150,Purple plays event#Purple scores 2 culture Current event: I / Reign of Terror The weakest civilization loses 1 population. Grey loses 1 population.#
513,Grey,1,2020-06-23 10:55:04,II,10,7478150,Grey plays event#Grey scores 1 culture Current event: I / Developed Territory 3 science #
514,Purple,2,2020-06-23 10:46:59,II,10,7478150,Purple plays event#Purple scores 2 culture Current event: I / Rats Each civilization loses all stored food. Orange loses 3 food. Purple loses 3 food. Green loses 7 food. Grey loses 1 food. #
515,Green,2,2020-06-23 10:28:31,II,9,7478150,Green plays event#Green scores 2 culture Future events are now current events. Current event: I / New Deposits Each player's mines produce immediately. Ignore corruption. Orange produces 7 resources Purple produces 3 resources Green produces 4 resources Grey produces 3 resources #
516,Purple,1,2020-06-23 10:14:36,II,9,7478150,Purple plays event#Purple scores 1 culture Current event: I / Foray The two strongest civilizations each produce a total of 3 resources/food. Orange and Purple each produce 3 resources and/or food Purple chooses first #
517,Grey,1,2020-06-23 10:03:04,II,8,7478150,Grey plays event#Grey scores 1 culture Current event: I / Historic Territory 6 culture #
518,Green,1,2020-06-23 09:59:26,II,8,7478150,Green plays event#Green scores 1 culture Current event: I / Barbarians If the civilization with the most culture points is one of the two weakest civilizations it loses 1 population. No effect#
519,Purple,1,2020-06-22 22:10:25,I,8,7478150,Purple plays event#Purple scores 1 culture Current event: I / Wealthy Territory 5 resources #
520,Grey,1,2020-06-22 21:38:21,I,7,7478150,Grey plays event#Grey scores 1 culture Current event: I / Scientific Breakthrough Each civilization immediately scores science equal to its science rating. Orange scores 3 science Purple scores 4 science Green scores 2 science Grey scores 4 science #
521,Green,1,2020-06-22 21:34:35,I,7,7478150,Green plays event#Green scores 1 culture Future events are now current events. Current event: I / Immigration Civilization(s) with most happy faces increase population by 1. Purple receives a new immigrant #
522,Purple,1,2020-06-22 17:37:20,I,7,7478150,Purple plays event#Purple scores 1 culture Current event: I / Inhabited Territory 1 population #
523,Grey,1,2020-06-22 15:29:55,I,6,7478150,Grey plays event#Grey scores 1 culture Current event: I / Strategic Territory 3 military cards #
524,Grey,1,2020-06-22 12:02:42,I,5,7478150,Grey plays event#Grey scores 1 culture Current event: I / Raiders The two weakest civilizations each lose a total of 2 resources and/or food. Grey and Green each lose 2 resources and/or food Grey chooses first #
525,Green,1,2020-06-22 11:44:44,I,5,7478150,Green plays event#Green scores 1 culture Current event: I / Crusades The strongest civilization scores 4 culture. The weakest loses 4 culture. Purple scores 4 culture Grey loses 2 culture #
526,Purple,1,2020-06-22 10:38:28,I,5,7478150,Purple plays event#Purple scores 1 culture Current event: I / Rebellion Each player loses 2 civil actions per discontent worker (on their next turn). #
527,Orange,1,2020-06-22 10:25:58,I,5,7478150,Orange plays event#Orange scores 1 culture Future events are now current events. Current event: A / Development of Science Each civilization scores 2 science. #
528,Green,1,2020-06-22 10:17:29,I,4,7478150,Green plays event#Green scores 1 culture Current event: A / Development of Trade Routes Each civilization scores 1 science and produces 1 resource and 1 food. #
529,Orange,1,2020-06-22 10:08:10,I,4,7478150,Orange plays event#Orange scores 1 culture Current event: A / Development of Crafts Each civilization produces 2 resources. Orange produces 2 resources Purple produces 2 resources Green produces 2 resources Grey produces 2 resources #
530,Green,1,2020-06-22 10:01:03,I,3,7478150,Green plays event#Green scores 1 culture Current event: A / Development of Agriculture Each civilization produces 2 food. Orange produces 2 food Purple produces 2 food Green produces 2 food Grey produces 2 food #
531,Purple,1,2020-06-22 09:43:15,I,3,7478150,Purple plays event#Purple scores 1 culture Current event: A / Development of Religion Each player with an unused worker may immediately build an Age A temple for free. #
532,Orange,1,2020-06-22 09:29:39,I,3,7478150,Orange plays event#Orange scores 1 culture Current event: A / No Event #
533,Green,3,2020-06-26 14:54:03,IV,19,7478280,Green plays event#Green scores 3 culture Current event: III / Impact of Architecture Each civilization scores 1 culture per level of its urban buildings. Orange scores 10 culture Purple scores 10 culture Green scores 12 culture #
534,Orange,3,2020-06-26 13:58:14,IV,19,7478280,Orange plays event#Orange scores 3 culture Future events are now current events. Current event: III / Impact of Government Each civilization scores 2 culture per civil action and 1 culture per military action. Orange scores 17 culture Purple scores 16 culture Green scores 22 culture #
535,Green,3,2020-06-26 13:48:56,III,19,7478280,Green plays event#Green scores 3 culture Current event: III / Impact of Colonies Each civilization scores 4 culture per colony. Orange scores 8 culture Purple scores 12 culture Green scores 4 culture Grey scores 4 culture #
536,Purple,3,2020-06-26 13:09:33,III,19,7478280,Purple plays event#Purple scores 3 culture Current event: III / Impact of Science Score culture according to science rating: 15/10/5/0 for 4-player 14/7/0 for 3-player 10/0 for 2-player Orange scores 10 culture Purple scores 15 culture Green scores 5 culture Grey scores 0 culture #
537,Purple,3,2020-06-26 11:59:25,III,18,7478280,Purple plays event#Purple scores 3 culture Current event: II / Cold War The two strongest civilizations score 6 science. Orange scores 6 science Green scores 6 science #
538,Orange,3,2020-06-26 11:55:19,III,18,7478280,Orange plays event#Orange scores 3 culture Current event: II / Civil Unrest Each civilization loses 4 culture per discontent worker. Green loses 4 culture #
539,Green,3,2020-06-26 11:25:05,III,17,7478280,Green plays event#Green scores 3 culture Current event: II / International Agreement The strongest civilization may immediately take up to 5 civil actions in cards by giving up its next political action. Then replenish the cards in the card row. #
540,Grey,3,2020-06-26 10:20:35,III,16,7478280,Grey plays event#Grey scores 3 culture Future events are now current events. Current event: II / Developed Territory 5 science #
541,Orange,3,2020-06-26 07:32:01,III,16,7478280,Orange plays event#Orange scores 3 culture Current event: II / Wealthy Territory 8 resources #
542,Grey,3,2020-06-26 06:58:48,III,15,7478280,Grey plays event#Grey scores 3 culture Current event: II / Crime Wave The two weakest civilizations lose 3 culture and 1 blue token. Grey loses 3 culture and 1 blue token Purple loses 3 culture and 1 blue token #
543,Orange,2,2020-06-25 18:26:14,III,15,7478280,Orange plays event#Orange scores 2 culture Current event: II / Inquisition Each civilization scores 1 culture per level of each of their temples. The urban building limit for labs and libraries is reduced by 1 for each player until the active players next political phase. Players must immediately destroy any exceeding urban building. Purple scores 2 culture Green scores 1 culture Green destroys a Scientific Method Grey destroys a Alchemy #
544,Grey,2,2020-06-25 17:34:03,III,14,7478280,Grey plays event#Grey scores 2 culture Current event: II / Economic Progress Each player's mines and farms produce immediately. Do not ignore consumption and corruption. Orange produces : 3 food - consumption: 3 Orange produces : 5 resources - corruption: 2 Purple produces : 1 food - consumption: 3 Purple produces : 5 resources Green produces : 3 food - consumption: 3 Green produces : 6 resources Grey produces : 0 food - consumption: 2 Grey produces : 4 resources - corruption: 2 #
545,Orange,2,2020-06-25 12:44:51,II,14,7478280,Orange plays event#Orange scores 2 culture Current event: I / Good Harvest Each player's farms produce immediately. Ignore consumption and corruption. Orange produces 5 food Purple produces 4 food Green produces 6 food Grey produces 2 food #
546,Grey,2,2020-06-25 12:12:40,II,12,7478280,"Grey plays event#Grey scores 2 culture Future events are now current events. Current event: II / Emigration Each civilization loses half of its discontent workers, rounded up (return to yellow bank). #"
547,Green,2,2020-06-25 12:10:43,II,12,7478280,Green plays event#Green scores 2 culture Current event: I / Reign of Terror The weakest civilization loses 1 population. Grey loses 1 population.#
548,Orange,1,2020-06-25 11:41:57,II,12,7478280,Orange plays event#Orange scores 1 culture Current event: I / Rats Each civilization loses all stored food. Orange loses 4 food. Purple loses 4 food. Green loses 0 food. Grey loses 0 food. #
