,player,culture_gen,culture,time,age,round,game_id,text
290,Orange,4,35,2020-04-08 17:46:27,II,11,7473200,End turn#Orange scores: 1 food - consumption: 2 (now 2) 5 resources (now 5) Orange draws 2 military cards 4 culture (now 35) 3 science (now 8) #
291,Grey,2,34,2020-04-08 16:30:48,II,11,7473200,End turn#Grey scores: 1 food - consumption: 2 (now 4) -1 resources - corruption: 4 (now 9) Grey draws 3 military cards 2 culture (now 34) 2 science (now 2) #
292,Green,2,5,2020-04-08 16:06:48,II,10,7473200,End turn#Green scores: 1 food - consumption: 2 (now 3) 6 resources (now 6) Green draws 2 military cards 2 culture (now 5) 4 science (now 9) #
293,Purple,4,23,2020-04-08 14:11:28,II,10,7473200,End turn#Purple scores: 0 food - consumption: 2 (now 0) 3 resources (now 5) Purple draws 2 military cards 4 culture (now 23) 5 science (now 9) #
294,Orange,4,31,2020-04-08 13:11:28,II,10,7473200,End turn#Orange scores: 1 food - consumption: 2 (now 1) 5 resources (now 9) 4 culture (now 31) 3 science (now 5) #
295,Grey,2,26,2020-04-08 12:47:29,II,10,7473200,End turn#Grey scores: 1 food - consumption: 2 (now 3) 1 resources - corruption: 2 (now 7) Grey draws 2 military cards 2 culture (now 26) 2 science (now 5) #
296,Green,2,7,2020-04-08 12:13:04,II,9,7473200,End turn#Green scores: 1 food - consumption: 2 (now 2) 6 resources (now 6) Green draws 1 military card 2 culture (now 7) 1 science (now 5) #
297,Purple,2,19,2020-04-08 12:01:06,II,9,7473200,End turn#Purple scores: 0 food - consumption: 2 (now 0) 3 resources (now 5) 2 culture (now 19) 5 science (now 7) #
298,Orange,4,25,2020-04-08 11:51:56,II,9,7473200,End turn#Orange scores: 1 food - consumption: 2 (now 4) 5 resources (now 7) Orange draws 2 military cards 4 culture (now 25) 3 science (now 6) #
299,Grey,2,23,2020-04-08 11:27:13,II,9,7473200,End turn#Grey scores: 1 food - consumption: 2 (now 2) 3 resources (now 6) Grey draws 2 military cards 2 culture (now 23) 2 science (now 3) #
300,Green,1,5,2020-04-08 10:59:20,II,8,7473200,End turn#Green scores: 1 food - consumption: 2 (now 3) 6 resources (now 6) Green draws 1 military card 1 culture (now 5) 1 science (now 7) #
301,Purple,2,15,2020-04-08 10:47:40,II,8,7473200,End turn#Purple scores: 0 food - consumption: 2 (now 2) 3 resources (now 6) Purple draws 2 military cards 2 culture (now 15) 3 science (now 6) #
302,Orange,4,21,2020-04-08 10:07:40,II,8,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 3) 4 resources (now 7) Orange draws 1 military card 4 culture (now 21) 3 science (now 6) Age II begins. Each player loses 2 yellow tokens Aristotle dies. Moses dies. #
303,Grey,2,20,2020-04-07 22:46:12,I,8,7473200,End turn#Grey scores: 1 food - consumption: 2 (now 1) 3 resources (now 5) Grey draws 2 military cards 2 culture (now 20) 2 science (now 4) #
304,Green,1,4,2020-04-07 22:33:30,I,7,7473200,End turn#Green scores: 2 food - consumption: 1 (now 6) 3 resources - corruption: 2 (now 3) Green draws 2 military cards 1 culture (now 4) 3 science (now 6) #
305,Purple,2,13,2020-04-07 22:29:24,I,7,7473200,End turn#Purple scores: 1 food - consumption: 1 (now 6) 3 resources (now 3) Purple draws 1 military card 2 culture (now 13) 3 science (now 5) #
306,Orange,4,17,2020-04-07 17:23:39,I,7,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 2) 3 resources (now 3) 4 culture (now 17) 3 science (now 8) #
307,Grey,4,18,2020-04-07 16:58:27,I,7,7473200,End turn#Grey scores: 2 food - consumption: 1 (now 2) 3 resources (now 4) Grey draws 1 military card 4 culture (now 18) 2 science (now 2) #
308,Green,1,3,2020-04-07 16:00:20,I,6,7473200,End turn#Green scores: 1 food - consumption: 2 (now 4) 5 resources (now 7) Green draws 1 military card 1 culture (now 3) 2 science (now 4) #
309,Purple,2,10,2020-04-07 14:59:29,I,6,7473200,End turn#Purple scores: 1 food - consumption: 1 (now 5) 3 resources (now 3) Purple draws 2 military cards 2 culture (now 10) 3 science (now 10) #
310,Orange,4,13,2020-04-07 14:47:16,I,6,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 3) 3 resources (now 4) 4 culture (now 13) 3 science (now 4) #
311,Grey,4,13,2020-04-07 12:55:26,I,6,7473200,End turn#Grey scores: 2 food - consumption: 1 (now 2) 2 resources (now 2) Grey draws 2 military cards 4 culture (now 13) 2 science (now 3) #
312,Green,1,2,2020-04-07 12:43:17,I,5,7473200,End turn#Green scores: 1 food - consumption: 2 (now 5) 5 resources (now 5) Green draws 2 military cards 1 culture (now 2) 2 science (now 3) #
313,Purple,2,7,2020-04-07 12:35:50,I,5,7473200,End turn#Purple scores: 1 food - consumption: 1 (now 6) 1 resources - corruption: 2 (now 2) Purple draws 2 military cards 2 culture (now 7) 2 science (now 9) #
314,Orange,3,9,2020-04-07 12:12:13,I,5,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 2) 3 resources (now 4) Orange draws 2 military cards 3 culture (now 9) 2 science (now 3) #
315,Grey,4,9,2020-04-07 12:07:10,I,5,7473200,End turn#Grey scores: 2 food - consumption: 1 (now 3) 2 resources (now 3) Grey draws 1 military card 4 culture (now 9) 1 science (now 1) #
316,Green,1,1,2020-04-07 11:49:39,I,4,7473200,End turn#Green scores: 2 food - consumption: 1 (now 6) 4 resources (now 4) Green draws 2 military cards 1 culture (now 1) 1 science (now 1) #
317,Purple,2,5,2020-04-07 11:45:26,I,4,7473200,End turn#Purple scores: 1 food - consumption: 1 (now 8) 1 resources - corruption: 2 (now 1) Purple draws 1 military card 2 culture (now 5) 2 science (now 9) #
318,Orange,3,6,2020-04-07 11:33:56,I,4,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 2) 3 resources (now 4) Orange draws 1 military card 3 culture (now 6) 2 science (now 4) #
319,Grey,3,5,2020-04-07 11:23:39,I,4,7473200,End turn#Grey scores: 2 food - consumption: 1 (now 2) 2 resources (now 2) Grey draws 1 military card 3 culture (now 5) 1 science (now 6) #
320,Green,0,0,2020-04-07 11:08:40,I,3,7473200,End turn#Green scores: 2 food - consumption: 1 (now 4) 3 resources (now 3) Green draws 1 military card 0 culture (now 0) 1 science (now 5) #
321,Purple,1,2,2020-04-07 10:55:08,I,3,7473200,End turn#Purple scores: 2 food - consumption: 0 (now 5) 3 resources (now 3) Purple draws 2 military cards 1 culture (now 2) 1 science (now 5) #
322,Orange,1,2,2020-04-06 22:24:11,I,3,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 1) 2 resources (now 3) Orange draws 2 military cards 1 culture (now 2) 1 science (now 5) #
323,Grey,1,1,2020-04-06 21:46:23,I,3,7473200,End turn#Grey scores: 3 food - consumption: 0 (now 3) 2 resources (now 2) Grey draws 2 military cards 1 culture (now 1) 1 science (now 3) #
324,Green,0,0,2020-04-06 21:39:55,I,2,7473200,End turn#Green scores: 3 food - consumption: 0 (now 4) 2 resources (now 2) Green draws 2 military cards 0 culture (now 0) 1 science (now 2) #
325,Purple,0,0,2020-04-06 21:36:17,I,2,7473200,End turn#Purple scores: 2 food - consumption: 0 (now 3) 2 resources (now 2) Purple draws 2 military cards 0 culture (now 0) 1 science (now 2) #
326,Orange,0,0,2020-04-06 21:30:31,I,2,7473200,End turn#Orange scores: 2 food - consumption: 0 (now 2) 2 resources (now 4) Orange draws 2 military cards 0 culture (now 0) 1 science (now 2) #
327,Grey,0,0,2020-04-06 21:20:23,I,2,7473200,End turn#Grey scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) Age I begins. #
328,Green,0,0,2020-04-06 21:13:31,A,1,7473200,End turn#Green scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
329,Purple,0,0,2020-04-06 21:06:23,A,1,7473200,End turn#Purple scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
330,Orange,0,0,2020-04-06 20:27:39,A,1,7473200,End turn#Orange scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
331,Grey,16,174,2020-04-14 18:23:06,IV,20,7473404,End turn#Grey scores: 16 culture (now 174) 9 science (now 10) 1 food - consumption: 3 (now 4) 6 resources (now 7) #
332,Grey,16,174,2020-04-14 18:23:06,IV,19,7473404,End turn#Grey scores: 16 culture (now 174) 9 science (now 10) 1 food - consumption: 3 (now 4) 6 resources (now 7) #
333,Green,21,151,2020-04-14 18:11:13,IV,19,7473404,End turn#Winston Churchill scores 3 culture. Green scores: 21 culture (now 151) 8 science (now 22) 1 food - consumption: 3 (now 1) 6 resources (now 7) #
334,Orange,29,167,2020-04-14 17:25:19,IV,19,7473404,End turn#Orange scores: 29 culture (now 167) 12 science (now 16) 2 food - consumption: 4 (now 3) 8 resources (now 8) #
335,Grey,13,145,2020-04-14 17:20:28,IV,18,7473404,End turn#Grey scores: 13 culture (now 145) 10 science (now 16) 1 food - consumption: 3 (now 3) 7 resources (now 7) #
336,Green,21,104,2020-04-14 16:15:14,III,18,7473404,End turn#Green scores: CORRUPTION! Green loses 2 food 21 culture (now 104) 8 science (now 14) 1 food - consumption: 4 (now 5) 6 resources (now 6) Green draws 3 military cards #
337,Purple,13,94,2020-04-14 13:24:27,III,18,7473404,End turn#Purple scores: 13 culture (now 94) 10 science (now 11) 2 food - consumption: 6 (now 2) 7 resources (now 7) Purple draws 2 military cards #
338,Orange,21,135,2020-04-14 13:14:27,III,18,7473404,End turn#Orange scores: 21 culture (now 135) 12 science (now 16) 3 food - consumption: 3 (now 6) 8 resources (now 9) Orange draws 3 military cards #
339,Grey,13,133,2020-04-14 12:29:48,III,17,7473404,End turn#Grey scores: 13 culture (now 133) 11 science (now 24) 2 food - consumption: 2 (now 2) 8 resources (now 10) Grey draws 3 military cards #
340,Green,18,106,2020-04-14 12:05:06,III,17,7473404,End turn#Green scores: 18 culture (now 106) 8 science (now 15) 3 food - consumption: 4 (now 6) 6 resources (now 7) Green draws 3 military cards #
341,Purple,13,81,2020-04-14 11:51:26,III,17,7473404,End turn#Purple scores: 13 culture (now 81) 7 science (now 8) 0 food - consumption: 4 (now 0) 7 resources (now 7) #
342,Orange,14,84,2020-04-14 11:03:11,III,17,7473404,End turn#Orange scores: 14 culture (now 84) 12 science (now 21) 3 food - consumption: 3 (now 8) 8 resources (now 12) Orange draws 2 military cards #
343,Grey,9,120,2020-04-14 10:33:59,III,16,7473404,End turn#Grey scores: 9 culture (now 120) 11 science (now 13) 2 food - consumption: 2 (now 4) 8 resources (now 9) Grey draws 1 military card #
344,Green,14,85,2020-04-14 10:18:53,III,16,7473404,End turn#Green scores: CORRUPTION! Green loses 2 food 14 culture (now 85) 6 science (now 18) -1 food - consumption: 3 (now 13) 6 resources (now 6) Green draws 3 military cards #
345,Purple,7,68,2020-04-14 10:04:49,III,16,7473404,End turn#Purple scores: 7 culture (now 68) 4 science (now 9) 0 food - consumption: 4 (now 0) 7 resources (now 7) Purple draws 2 military cards #
346,Orange,10,70,2020-04-13 18:23:35,III,16,7473404,End turn#Orange scores: 10 culture (now 70) 12 science (now 19) 4 food - consumption: 2 (now 9) 8 resources (now 14) Orange draws 3 military cards #
347,Grey,6,108,2020-04-13 18:20:23,III,15,7473404,End turn#Grey scores: 6 culture (now 108) 5 science (now 5) 2 food - consumption: 2 (now 4) 6 resources (now 7) Grey draws 2 military cards #
348,Green,10,68,2020-04-13 17:52:24,III,15,7473404,End turn#Green scores: 10 culture (now 68) 6 science (now 12) 4 food - consumption: 3 (now 7) 5 resources (now 5) Green draws 3 military cards #
349,Purple,12,58,2020-04-13 17:32:26,III,15,7473404,End turn#Purple scores: 12 culture (now 58) 3 science (now 5) 0 food - consumption: 4 (now 0) 7 resources (now 7) Purple draws 2 military cards #
350,Orange,6,60,2020-04-13 17:14:55,III,15,7473404,End turn#Orange scores: 6 culture (now 60) 8 science (now 16) 4 food - consumption: 2 (now 5) 8 resources (now 12) Orange draws 3 military cards #
351,Grey,6,99,2020-04-13 17:08:47,III,14,7473404,End turn#Grey scores: 6 culture (now 99) 5 science (now 8) 2 food - consumption: 2 (now 2) 6 resources (now 6) #
352,Green,7,58,2020-04-13 16:42:52,III,14,7473404,End turn#Green scores: 7 culture (now 58) 6 science (now 6) 4 food - consumption: 3 (now 8) 4 resources (now 5) Green draws 2 military cards #
353,Purple,7,46,2020-04-13 16:15:06,III,14,7473404,End turn#Purple scores: CORRUPTION! Purple loses 2 resources 7 culture (now 46) 2 science (now 2) 1 food - consumption: 3 (now 5) 4 resources (now 15) Purple draws 2 military cards #
354,Orange,4,54,2020-04-13 14:41:38,III,14,7473404,End turn#Orange scores: 4 culture (now 54) 6 science (now 20) 4 food - consumption: 2 (now 5) 8 resources (now 11) Orange draws 3 military cards #
355,Grey,9,88,2020-04-13 13:59:39,II,13,7473404,End turn#Genghis Khan scores 3 culture. Grey scores: 9 culture (now 88) 5 science (now 6) 2 food - consumption: 2 (now 4) 6 resources (now 8) Grey draws 1 military card #
356,Green,8,45,2020-04-13 13:29:03,II,13,7473404,End turn#Green scores: 8 culture (now 45) 6 science (now 6) 4 food - consumption: 2 (now 4) 4 resources (now 4) Green draws 2 military cards #
357,Purple,7,37,2020-04-13 13:19:24,II,13,7473404,End turn#Purple scores: 7 culture (now 37) 2 science (now 3) 2 food - consumption: 2 (now 4) 6 resources (now 11) Purple draws 1 military card #
358,Orange,4,42,2020-04-13 13:02:52,II,13,7473404,End turn#Orange scores: 4 culture (now 42) 6 science (now 17) 5 food - consumption: 1 (now 5) 8 resources (now 8) Orange draws 3 military cards #
359,Grey,9,67,2020-04-13 12:43:56,II,12,7473404,End turn#Genghis Khan scores 3 culture. Grey scores: 9 culture (now 67) 5 science (now 13) 2 food - consumption: 2 (now 2) 6 resources (now 7) Grey draws 2 military cards #
360,Green,8,37,2020-04-13 11:43:21,II,12,7473404,End turn#Green scores: 8 culture (now 37) 6 science (now 10) 4 food - consumption: 2 (now 4) 3 resources (now 3) Green draws 3 military cards #
361,Purple,7,30,2020-04-13 11:30:15,II,12,7473404,End turn#Purple scores: 7 culture (now 30) 2 science (now 6) 2 food - consumption: 2 (now 2) 6 resources (now 8) Purple draws 2 military cards #
362,Orange,4,37,2020-04-13 11:21:11,II,12,7473404,End turn#Orange scores: 4 culture (now 37) 6 science (now 13) 0 food - consumption: 2 (now 0) 6 resources (now 11) Orange draws 3 military cards #
363,Grey,9,56,2020-04-13 11:11:40,II,11,7473404,End turn#Genghis Khan scores 3 culture. Grey scores: 9 culture (now 56) 5 science (now 8) 3 food - consumption: 1 (now 3) 4 resources (now 4) Grey draws 2 military cards #
364,Green,4,29,2020-04-13 11:05:48,II,11,7473404,End turn#Green scores: 4 culture (now 29) 5 science (now 9) 4 food - consumption: 2 (now 4) 3 resources (now 7) Green draws 3 military cards #
365,Purple,4,23,2020-04-13 10:36:04,II,11,7473404,End turn#Purple scores: 4 culture (now 23) 2 science (now 4) 1 food - consumption: 2 (now 2) 6 resources (now 11) Purple draws 2 military cards #
366,Orange,4,33,2020-04-13 10:30:34,II,11,7473404,End turn#Orange scores: 4 culture (now 33) 6 science (now 13) 0 food - consumption: 2 (now 0) 6 resources (now 8) Orange draws 2 military cards #
367,Grey,9,47,2020-04-13 10:14:31,II,10,7473404,End turn#Genghis Khan scores 3 culture. Grey scores: 9 culture (now 47) 5 science (now 8) 1 food - consumption: 1 (now 1) 4 resources (now 4) Grey draws 1 military card #
368,Green,1,23,2020-04-13 09:55:01,II,10,7473404,End turn#Green scores: 1 culture (now 23) 5 science (now 6) 4 food - consumption: 2 (now 4) 4 resources (now 8) Green draws 3 military cards #
369,Purple,4,17,2020-04-13 09:00:10,II,10,7473404,End turn#Purple scores: 4 culture (now 17) 1 science (now 1) 1 food - consumption: 2 (now 1) 6 resources (now 10) Purple draws 1 military card #
370,Orange,4,27,2020-04-13 01:37:03,II,10,7473404,End turn#Orange scores: CORRUPTION! Orange loses 2 resources 4 culture (now 27) 6 science (now 13) 0 food - consumption: 2 (now 4) 4 resources (now 7) Orange draws 3 military cards #
371,Grey,8,34,2020-04-12 22:37:44,II,9,7473404,End turn#Genghis Khan scores 3 culture. Grey scores: 8 culture (now 34) 3 science (now 3) 0 food - consumption: 2 (now 0) 4 resources (now 5) Grey draws 1 military card #
372,Green,1,20,2020-04-12 17:35:34,II,9,7473404,End turn#Green scores: CORRUPTION! Green loses 2 resources 1 culture (now 20) 5 science (now 13) 2 food - consumption: 2 (now 4) 4 resources (now 7) Green draws 3 military cards #
373,Purple,4,17,2020-04-12 14:25:23,II,9,7473404,End turn#Purple scores: 4 culture (now 17) 1 science (now 4) 1 food - consumption: 2 (now 4) 6 resources (now 10) #
374,Orange,4,21,2020-04-12 14:19:25,II,9,7473404,End turn#Orange scores: 4 culture (now 21) 6 science (now 7) 0 food - consumption: 2 (now 4) 6 resources (now 6) Orange draws 1 military card #
375,Grey,8,26,2020-04-12 12:20:50,II,8,7473404,End turn#Genghis Khan scores 3 culture. Grey scores: 8 culture (now 26) 3 science (now 3) 0 food - consumption: 2 (now 0) 4 resources (now 7) #
376,Green,1,19,2020-04-11 22:03:39,II,8,7473404,End turn#Green scores: 1 culture (now 19) 5 science (now 8) 2 food - consumption: 2 (now 2) 4 resources (now 5) Green draws 2 military cards #
377,Purple,2,13,2020-04-11 21:28:34,II,8,7473404,End turn#Purple scores: 2 culture (now 13) 2 science (now 4) 1 food - consumption: 2 (now 2) 6 resources (now 10) Purple draws 1 military card #
378,Orange,2,16,2020-04-11 20:58:40,I,8,7473404,End turn#Orange scores: CORRUPTION! Orange loses 2 food 2 culture (now 16) 4 science (now 4) 1 food - consumption: 1 (now 6) 6 resources (now 6) Orange draws 3 military cards #
379,Grey,3,15,2020-04-11 15:55:44,I,7,7473404,End turn#Grey scores: 3 culture (now 15) 3 science (now 3) 0 food - consumption: 2 (now 2) 4 resources (now 5) #
380,Green,1,17,2020-04-11 14:16:11,I,7,7473404,End turn#Green scores: 1 culture (now 17) 5 science (now 6) 0 food - consumption: 1 (now 3) 4 resources (now 4) Green draws 2 military cards #
381,Purple,2,9,2020-04-10 18:32:49,I,7,7473404,End turn#Purple scores: 2 culture (now 9) 2 science (now 7) 1 food - consumption: 2 (now 1) 5 resources (now 5) #
382,Orange,2,11,2020-04-10 18:02:15,I,7,7473404,End turn#Orange scores: CORRUPTION! Orange loses 1 resource and 1 food 2 culture (now 11) 4 science (now 5) 1 food - consumption: 1 (now 6) 4 resources (now 4) Orange draws 2 military cards #
383,Grey,3,11,2020-04-10 15:04:48,I,6,7473404,End turn#Grey scores: CORRUPTION! Grey loses 2 resources 3 culture (now 11) 3 science (now 5) 1 food - consumption: 1 (now 4) 4 resources (now 7) Grey draws 2 military cards #
384,Green,1,9,2020-04-10 13:44:47,I,6,7473404,End turn#Green scores: 1 culture (now 9) 5 science (now 6) 0 food - consumption: 1 (now 5) 3 resources (now 3) Green draws 1 military card #
385,Purple,2,7,2020-04-10 12:01:39,I,6,7473404,End turn#Purple scores: 2 culture (now 7) 2 science (now 4) 2 food - consumption: 1 (now 4) 5 resources (now 5) Purple draws 1 military card #
386,Orange,2,8,2020-04-10 11:56:12,I,6,7473404,End turn#Orange scores: CORRUPTION! Orange loses 2 resources 2 culture (now 8) 4 science (now 6) 1 food - consumption: 1 (now 4) 3 resources (now 4) #
387,Grey,2,7,2020-04-10 10:32:25,I,5,7473404,End turn#Grey scores: CORRUPTION! Grey loses 2 resources 2 culture (now 7) 2 science (now 2) 1 food - consumption: 1 (now 3) 4 resources (now 7) #
388,Green,1,7,2020-04-09 23:30:29,I,5,7473404,End turn#Green scores: 1 culture (now 7) 5 science (now 5) 1 food - consumption: 1 (now 5) 3 resources (now 3) Green draws 1 military card #
389,Purple,2,4,2020-04-09 18:41:31,I,5,7473404,End turn#Purple scores: 2 culture (now 4) 2 science (now 2) 2 food - consumption: 1 (now 2) 4 resources (now 4) Purple draws 2 military cards #
390,Orange,2,5,2020-04-09 18:37:02,I,5,7473404,End turn#Orange scores: 2 culture (now 5) 3 science (now 3) 1 food - consumption: 1 (now 5) 3 resources (now 4) Orange draws 2 military cards #
391,Grey,1,4,2020-04-09 17:28:59,I,4,7473404,End turn#Grey scores: 1 culture (now 4) 2 science (now 5) 1 food - consumption: 1 (now 1) 4 resources (now 4) Grey draws 2 military cards #
392,Green,0,5,2020-04-09 17:21:53,I,4,7473404,End turn#Green scores: 0 culture (now 5) 2 science (now 3) 1 food - consumption: 1 (now 3) 3 resources (now 5) Green draws 2 military cards #
393,Purple,1,1,2020-04-09 15:30:29,I,4,7473404,End turn#Purple scores: 1 culture (now 1) 1 science (now 1) 2 food - consumption: 1 (now 2) 3 resources (now 3) Purple draws 1 military card #
394,Orange,1,2,2020-04-09 15:25:08,I,4,7473404,End turn#Orange scores: 1 culture (now 2) 1 science (now 4) 1 food - consumption: 1 (now 4) 3 resources (now 5) Orange draws 2 military cards #
395,Grey,1,3,2020-04-09 15:18:22,I,3,7473404,End turn#Grey scores: 1 culture (now 3) 1 science (now 3) 1 food - consumption: 1 (now 4) 3 resources (now 3) Grey draws 2 military cards #
396,Green,0,4,2020-04-09 15:11:46,I,3,7473404,End turn#Green scores: 0 culture (now 4) 1 science (now 1) 1 food - consumption: 1 (now 3) 3 resources (now 3) Green draws 2 military cards #
397,Purple,0,0,2020-04-09 15:01:59,I,3,7473404,End turn#Purple scores: 0 culture (now 0) 1 science (now 5) 2 food - consumption: 1 (now 4) 3 resources (now 4) Purple draws 2 military cards #
398,Orange,0,1,2020-04-09 13:01:55,I,3,7473404,End turn#Orange scores: 0 culture (now 1) 1 science (now 3) 1 food - consumption: 1 (now 3) 3 resources (now 4) Orange draws 1 military card #
399,Grey,1,1,2020-04-09 12:42:18,I,2,7473404,End turn#Grey scores: 1 culture (now 1) 1 science (now 2) 2 food - consumption: 0 (now 3) 2 resources (now 2) Grey draws 2 military cards #
400,Green,0,0,2020-04-09 12:02:25,I,2,7473404,End turn#Green scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Green draws 1 military card #
401,Purple,0,0,2020-04-09 11:53:57,I,2,7473404,End turn#Purple scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Purple draws 2 military cards #
402,Orange,0,0,2020-04-09 11:50:48,I,2,7473404,End turn#Orange scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Orange draws 2 military cards #
403,Grey,0,0,2020-04-09 11:31:19,A,1,7473404,End turn#Grey scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
404,Green,0,0,2020-04-09 11:28:04,A,1,7473404,End turn#Green scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
405,Purple,0,0,2020-04-09 11:25:07,A,1,7473404,End turn#Purple scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
406,Orange,0,0,2020-04-09 11:20:13,A,1,7473404,End turn#Orange scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
407,Grey,19,134,2020-04-22 22:44:58,IV,20,7473814,End turn#Grey scores: 19 culture (now 134) 8 science (now 10) 2 food - consumption: 4 (now 7) 6 resources (now 6) #
408,Grey,19,134,2020-04-22 22:44:58,IV,19,7473814,End turn#Grey scores: 19 culture (now 134) 8 science (now 10) 2 food - consumption: 4 (now 7) 6 resources (now 6) #
409,Green,15,151,2020-04-22 18:14:41,IV,19,7473814,End turn#Winston Churchill scores 3 culture. Green scores: 15 culture (now 151) 5 science (now 20) 2 food - consumption: 4 (now 7) 4 resources (now 4) #
410,Purple,6,117,2020-04-22 18:03:13,IV,19,7473814,End turn#Purple scores: 6 culture (now 117) 5 science (now 10) 1 food - consumption: 3 (now 3) 11 resources (now 15) #
411,Orange,26,140,2020-04-22 17:10:05,IV,19,7473814,End turn#Orange scores: 26 culture (now 140) 3 science (now 4) 2 food - consumption: 4 (now 4) 4 resources (now 4) #
412,Grey,19,118,2020-04-22 16:53:52,III,18,7473814,End turn#Grey scores: Grey produces 1 resource less (Acceptance of Supremacy)19 culture (now 118) 8 science (now 11) 3 food - consumption: 3 (now 4) 5 resources (now 16) Grey draws 3 military cards #
413,Green,12,116,2020-04-22 16:34:15,III,18,7473814,End turn#Green scores: Green produces 1 extra resource (Acceptance of Supremacy)12 culture (now 116) 5 science (now 15) 3 food - consumption: 3 (now 3) 5 resources (now 6) NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. Green draws 3 military cards #
414,Purple,5,80,2020-04-22 15:28:50,III,18,7473814,End turn#Purple scores: 5 culture (now 80) 5 science (now 5) 2 food - consumption: 2 (now 3) 11 resources (now 12) #
415,Orange,17,114,2020-04-22 14:51:31,III,18,7473814,End turn#Orange scores: 17 culture (now 114) 6 science (now 18) 2 food - consumption: 4 (now 2) 6 resources (now 8) Orange draws 2 military cards #
416,Grey,19,99,2020-04-22 12:11:08,III,17,7473814,End turn#Grey scores: Grey produces 1 resource less (Acceptance of Supremacy)19 culture (now 99) 8 science (now 14) 3 food - consumption: 3 (now 6) 5 resources (now 11) #
417,Green,10,101,2020-04-22 12:05:10,III,17,7473814,End turn#Green scores: Green produces 1 extra resource (Acceptance of Supremacy)10 culture (now 101) 5 science (now 10) 3 food - consumption: 3 (now 5) 5 resources (now 9) Green draws 3 military cards #
418,Purple,5,69,2020-04-22 11:31:30,III,17,7473814,End turn#Purple scores: 5 culture (now 69) 5 science (now 11) 2 food - consumption: 2 (now 5) 13 resources (now 17) Purple draws 2 military cards #
419,Orange,13,97,2020-04-22 09:19:23,III,17,7473814,End turn#Orange scores: 13 culture (now 97) 6 science (now 6) 3 food - consumption: 3 (now 5) 6 resources (now 6) Orange draws 3 military cards #
420,Grey,10,80,2020-04-21 23:01:33,III,16,7473814,End turn#Grey scores: CORRUPTION! Grey loses 2 resources Grey produces 1 resource less (Acceptance of Supremacy)10 culture (now 80) 8 science (now 20) 3 food - consumption: 3 (now 8) 3 resources (now 8) Grey draws 2 military cards #
421,Green,10,77,2020-04-21 17:51:43,III,16,7473814,End turn#Green scores: Green produces 1 extra resource (Acceptance of Supremacy)10 culture (now 77) 5 science (now 5) 2 food - consumption: 3 (now 2) 5 resources (now 6) Green draws 3 military cards #
422,Purple,5,61,2020-04-21 15:18:12,III,16,7473814,End turn#Purple scores: 5 culture (now 61) 5 science (now 6) 2 food - consumption: 2 (now 3) 12 resources (now 12) Purple draws 2 military cards #
423,Orange,13,84,2020-04-21 15:05:12,III,16,7473814,End turn#Orange scores: 13 culture (now 84) 5 science (now 10) 3 food - consumption: 3 (now 3) 6 resources (now 6) Orange draws 3 military cards #
424,Grey,9,67,2020-04-21 13:02:36,III,15,7473814,End turn#Grey scores: Grey produces 1 resource less (Acceptance of Supremacy)9 culture (now 67) 7 science (now 12) 3 food - consumption: 3 (now 5) 5 resources (now 6) Grey draws 2 military cards #
425,Green,6,67,2020-04-21 11:44:01,III,15,7473814,End turn#Green scores: Green produces 1 extra resource (Acceptance of Supremacy)6 culture (now 67) 5 science (now 10) 2 food - consumption: 3 (now 4) 5 resources (now 5) Green draws 3 military cards #
426,Purple,5,56,2020-04-21 10:57:53,III,15,7473814,End turn#Purple scores: 5 culture (now 56) 5 science (now 5) 1 food - consumption: 3 (now 1) 6 resources (now 8) Purple draws 3 military cards #
427,Orange,12,71,2020-04-21 10:44:07,III,15,7473814,End turn#Orange scores: CORRUPTION! Orange loses 2 resources 12 culture (now 71) 4 science (now 5) 3 food - consumption: 3 (now 10) 6 resources (now 6) Orange draws 3 military cards #
