,player,resource_gen,resource,time,age,round,game_id,text
923,Purple,5,11,2020-06-03 16:41:01,II,8,7477184,End turn#Purple scores: CORRUPTION! Purple loses 2 resources 2 culture (now 15) 2 science (now 6) 1 food - consumption: 2 (now 4) 5 resources (now 11) Purple draws 1 military card #
924,Orange,3,6,2020-06-03 16:38:31,I,8,7477184,End turn#Orange scores: 4 culture (now 22) 4 science (now 12) 1 food - consumption: 1 (now 2) 3 resources (now 6) Orange draws 1 military card #
925,Grey,5,9,2020-06-03 16:31:39,I,7,7477184,End turn#Genghis Khan scores 0 culture. Grey scores: 1 culture (now 9) 2 science (now 2) 1 food - consumption: 1 (now 2) 5 resources (now 9) Grey draws 2 military cards #
926,Green,4,9,2020-06-03 15:32:42,I,7,7477184,End turn#Green scores: 0 culture (now 3) 2 science (now 3) 1 food - consumption: 1 (now 3) 4 resources (now 9) Green draws 1 military card #
927,Purple,5,5,2020-06-03 15:29:30,I,7,7477184,End turn#Purple scores: 2 culture (now 12) 2 science (now 7) 1 food - consumption: 1 (now 3) 5 resources (now 5) Purple draws 2 military cards #
928,Orange,3,3,2020-06-03 15:27:05,I,7,7477184,End turn#Orange scores: 4 culture (now 18) 3 science (now 7) 1 food - consumption: 1 (now 4) 3 resources (now 3) #
929,Grey,4,5,2020-06-03 15:13:40,I,6,7477184,End turn#Grey scores: 1 culture (now 8) 2 science (now 5) 1 food - consumption: 1 (now 1) 4 resources (now 5) Grey draws 2 military cards #
930,Green,4,6,2020-06-03 15:05:51,I,6,7477184,End turn#Green scores: 0 culture (now 3) 2 science (now 4) 1 food - consumption: 1 (now 4) 4 resources (now 6) #
931,Purple,4,4,2020-06-03 15:01:18,I,6,7477184,End turn#Purple scores: 2 culture (now 10) 2 science (now 5) 1 food - consumption: 1 (now 3) 4 resources (now 4) #
932,Orange,3,4,2020-06-03 14:51:36,I,6,7477184,End turn#Orange scores: 4 culture (now 13) 3 science (now 7) 1 food - consumption: 1 (now 4) 3 resources (now 4) Orange draws 3 military cards #
933,Grey,3,3,2020-06-03 14:45:44,I,5,7477184,End turn#Grey scores: 1 culture (now 6) 2 science (now 3) 1 food - consumption: 1 (now 2) 3 resources (now 3) Grey draws 3 military cards #
934,Green,4,4,2020-06-03 14:36:31,I,5,7477184,End turn#Green scores: 0 culture (now 2) 2 science (now 6) 1 food - consumption: 1 (now 5) 4 resources (now 4) Green draws 2 military cards #
935,Purple,3,4,2020-06-03 14:31:46,I,5,7477184,End turn#Purple scores: 2 culture (now 5) 2 science (now 8) 1 food - consumption: 1 (now 3) 3 resources (now 4) Purple draws 1 military card #
936,Orange,3,3,2020-06-03 14:24:10,I,5,7477184,End turn#Orange scores: 3 culture (now 6) 2 science (now 6) 2 food - consumption: 0 (now 5) 3 resources (now 3) #
937,Grey,3,3,2020-06-03 14:19:20,I,4,7477184,End turn#Grey scores: 1 culture (now 3) 2 science (now 9) 1 food - consumption: 1 (now 1) 3 resources (now 3) Grey draws 2 military cards #
938,Green,4,6,2020-06-03 13:52:56,I,4,7477184,End turn#Green scores: 0 culture (now 2) 2 science (now 4) 1 food - consumption: 1 (now 4) 4 resources (now 6) Green draws 2 military cards #
939,Purple,3,4,2020-06-03 13:44:15,I,4,7477184,End turn#Purple scores: 1 culture (now 3) 2 science (now 9) 1 food - consumption: 1 (now 4) 3 resources (now 4) Purple draws 1 military card #
940,Orange,3,4,2020-06-03 13:42:39,I,4,7477184,End turn#Orange scores: 1 culture (now 3) 2 science (now 9) 1 food - consumption: 1 (now 3) 3 resources (now 4) #
941,Grey,3,3,2020-06-03 13:40:16,I,3,7477184,End turn#Grey scores: 0 culture (now 1) 2 science (now 7) 1 food - consumption: 1 (now 4) 3 resources (now 3) Grey draws 2 military cards #
942,Green,3,4,2020-06-03 13:35:54,I,3,7477184,End turn#Green scores: 0 culture (now 1) 2 science (now 6) 1 food - consumption: 1 (now 3) 3 resources (now 4) Green draws 1 military card #
943,Purple,3,6,2020-06-03 13:31:18,I,3,7477184,End turn#Purple scores: 0 culture (now 1) 2 science (now 4) 1 food - consumption: 1 (now 3) 3 resources (now 6) Purple draws 2 military cards #
944,Orange,3,4,2020-06-03 13:28:49,I,3,7477184,End turn#Orange scores: 1 culture (now 2) 2 science (now 4) 2 food - consumption: 0 (now 4) 3 resources (now 4) Orange draws 2 military cards #
945,Grey,3,3,2020-06-03 13:22:52,I,2,7477184,End turn#Grey scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Grey draws 2 military cards #
946,Green,3,3,2020-06-03 13:21:26,I,2,7477184,End turn#Green scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Green draws 2 military cards #
947,Purple,3,3,2020-06-03 13:17:40,I,2,7477184,End turn#Purple scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Purple draws 1 military card #
948,Orange,3,3,2020-06-03 13:16:08,I,2,7477184,End turn#Orange scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Orange draws 2 military cards #
949,Grey,2,2,2020-06-03 13:13:34,A,1,7477184,End turn#Grey scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
950,Green,2,2,2020-06-03 13:11:23,A,1,7477184,End turn#Green scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
951,Purple,2,2,2020-06-03 13:05:44,A,1,7477184,End turn#Purple scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
952,Orange,2,2,2020-06-03 13:05:03,A,1,7477184,End turn#Orange scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
953,Grey,6,6,2020-06-09 12:09:21,IV,19,7477255,End turn#Grey scores: 6 culture (now 70) 2 science (now 4) 0 food - consumption: 2 (now 0) 6 resources (now 6) #
954,Grey,6,6,2020-06-09 12:09:21,IV,18,7477255,End turn#Grey scores: 6 culture (now 70) 2 science (now 4) 0 food - consumption: 2 (now 0) 6 resources (now 6) #
955,Green,9,9,2020-06-09 12:08:11,IV,18,7477255,End turn#Green scores: 13 culture (now 127) 3 science (now 7) 0 food - consumption: 3 (now 3) 9 resources (now 9) #
956,Purple,6,9,2020-06-09 11:59:27,IV,18,7477255,End turn#Purple scores: 18 culture (now 142) 12 science (now 13) 0 food - consumption: 4 (now 0) 6 resources (now 9) #
957,Orange,4,5,2020-06-09 11:53:16,IV,18,7477255,End turn#Winston Churchill scores 3 culture. Orange scores: 6 culture (now 84) 5 science (now 10) 2 food - consumption: 2 (now 8) 4 resources (now 5) #
958,Grey,6,10,2020-06-09 11:47:46,IV,17,7477255,End turn#Grey scores: 14 culture (now 67) 4 science (now 7) 0 food - consumption: 2 (now 0) 6 resources (now 10) #
959,Green,9,9,2020-06-09 11:44:49,IV,17,7477255,End turn#Green scores: 9 culture (now 95) 7 science (now 12) 0 food - consumption: 3 (now 3) 9 resources (now 9) #
960,Purple,6,10,2020-06-09 11:36:33,IV,17,7477255,End turn#Purple scores: 15 culture (now 109) 12 science (now 18) 0 food - consumption: 4 (now 0) 6 resources (now 10) #
961,Orange,4,8,2020-06-09 11:12:25,III,17,7477255,End turn#Winston Churchill scores 3 culture. Orange scores: 6 culture (now 48) 5 science (now 14) 2 food - consumption: 2 (now 6) 4 resources (now 8) Orange draws 3 military cards #
962,Grey,6,13,2020-06-09 10:36:25,III,16,7477255,End turn#Grey scores: 5 culture (now 44) 4 science (now 13) 0 food - consumption: 2 (now 0) 6 resources (now 13) NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. Grey draws 3 military cards #
963,Green,9,9,2020-06-09 10:12:35,III,16,7477255,End turn#Green scores: 5 culture (now 55) 7 science (now 15) 0 food - consumption: 3 (now 3) 9 resources (now 9) #
964,Purple,6,12,2020-06-09 10:03:17,III,16,7477255,End turn#Purple scores: 15 culture (now 79) 12 science (now 22) 0 food - consumption: 4 (now 0) 6 resources (now 12) Purple draws 3 military cards #
965,Orange,4,4,2020-06-09 09:33:05,III,16,7477255,End turn#Winston Churchill scores 3 culture. Orange scores: 6 culture (now 48) 5 science (now 9) 2 food - consumption: 2 (now 4) 4 resources (now 4) Orange draws 2 military cards #
966,Grey,6,7,2020-06-09 09:26:45,III,15,7477255,End turn#Grey scores: 5 culture (now 51) 4 science (now 9) 1 food - consumption: 1 (now 3) 6 resources (now 7) Grey draws 2 military cards #
967,Green,9,14,2020-06-09 09:11:51,III,15,7477255,End turn#Green scores: 5 culture (now 44) 7 science (now 12) 3 food - consumption: 3 (now 3) 9 resources (now 14) Green draws 3 military cards #
968,Purple,6,14,2020-06-08 20:53:54,III,15,7477255,End turn#Purple scores: 11 culture (now 64) 8 science (now 10) 1 food - consumption: 3 (now 5) 6 resources (now 14) Purple draws 3 military cards #
969,Orange,3,6,2020-06-08 20:32:43,III,15,7477255,End turn#Winston Churchill scores 3 culture. Orange scores: 6 culture (now 42) 5 science (now 15) 2 food - consumption: 2 (now 2) 3 resources (now 6) Orange draws 2 military cards #
970,Grey,6,6,2020-06-08 20:06:10,III,14,7477255,End turn#Grey scores: 5 culture (now 46) 4 science (now 11) 1 food - consumption: 1 (now 5) 6 resources (now 6) Grey draws 3 military cards #
971,Green,9,11,2020-06-08 18:59:42,III,14,7477255,End turn#Green scores: 2 culture (now 33) 7 science (now 12) 3 food - consumption: 3 (now 5) 9 resources (now 11) Green draws 3 military cards #
972,Purple,6,16,2020-06-08 18:46:02,III,14,7477255,End turn#Purple scores: CORRUPTION! Purple loses 2 resources 5 culture (now 45) 0 science (now 4) 1 food - consumption: 3 (now 8) 6 resources (now 16) Purple draws 3 military cards #
973,Orange,3,3,2020-06-08 17:42:08,III,14,7477255,End turn#Orange scores: 6 culture (now 42) 5 science (now 10) 0 food - consumption: 2 (now 0) 3 resources (now 3) Orange draws 1 military card #
974,Grey,6,6,2020-06-08 17:33:06,III,13,7477255,End turn#Grey scores: 1 culture (now 35) 4 science (now 13) 1 food - consumption: 1 (now 5) 6 resources (now 6) Grey draws 2 military cards #
975,Green,7,8,2020-06-08 17:26:24,III,13,7477255,End turn#Green scores: 2 culture (now 25) 5 science (now 11) 4 food - consumption: 2 (now 4) 7 resources (now 8) Green draws 3 military cards #
976,Purple,6,8,2020-06-08 17:11:49,III,13,7477255,End turn#Purple scores: 5 culture (now 40) 2 science (now 4) 1 food - consumption: 3 (now 5) 6 resources (now 8) Purple draws 3 military cards #
977,Orange,3,4,2020-06-08 17:00:16,III,13,7477255,End turn#Orange scores: 6 culture (now 34) 5 science (now 5) 1 food - consumption: 1 (now 4) 3 resources (now 4) Orange draws 2 military cards #
978,Grey,6,6,2020-06-08 16:51:39,III,12,7477255,End turn#Grey scores: 1 culture (now 30) 4 science (now 9) 2 food - consumption: 0 (now 6) 6 resources (now 6) Grey draws 3 military cards #
979,Green,7,8,2020-06-08 16:45:50,II,12,7477255,End turn#Genghis Khan scores 3 culture. Green scores: 5 culture (now 23) 4 science (now 12) 2 food - consumption: 2 (now 4) 7 resources (now 8) Green draws 3 military cards #
980,Purple,6,6,2020-06-08 16:09:54,II,12,7477255,End turn#Purple scores: 5 culture (now 35) 2 science (now 2) 1 food - consumption: 2 (now 4) 6 resources (now 6) Purple draws 3 military cards #
981,Orange,3,7,2020-06-08 15:58:43,II,12,7477255,End turn#Orange scores: 3 culture (now 26) 5 science (now 12) 1 food - consumption: 1 (now 3) 3 resources (now 7) Orange draws 2 military cards #
982,Grey,5,6,2020-06-08 15:46:01,II,11,7477255,End turn#Grey scores: 1 culture (now 16) 4 science (now 5) 2 food - consumption: 0 (now 4) 5 resources (now 6) Grey draws 3 military cards #
983,Green,5,6,2020-06-08 14:25:59,II,11,7477255,End turn#Genghis Khan scores 3 culture. Green scores: 4 culture (now 16) 4 science (now 8) 2 food - consumption: 2 (now 2) 5 resources (now 6) Green draws 3 military cards #
984,Purple,4,5,2020-06-08 13:48:28,II,11,7477255,End turn#Purple scores: 5 culture (now 30) 2 science (now 8) 1 food - consumption: 2 (now 3) 4 resources (now 5) Purple draws 3 military cards #
985,Orange,3,3,2020-06-08 12:29:18,II,11,7477255,End turn#Orange scores: 3 culture (now 21) 5 science (now 13) 1 food - consumption: 1 (now 2) 3 resources (now 3) Orange draws 3 military cards #
986,Grey,4,4,2020-06-08 12:08:36,II,10,7477255,End turn#Grey scores: 1 culture (now 14) 4 science (now 13) 0 food - consumption: 2 (now 0) 4 resources (now 4) Grey draws 3 military cards #
987,Green,5,7,2020-06-08 12:06:14,II,10,7477255,End turn#Genghis Khan scores 0 culture. Green scores: 1 culture (now 12) 4 science (now 9) 0 food - consumption: 2 (now 0) 5 resources (now 7) Green draws 3 military cards #
988,Purple,2,5,2020-06-08 11:43:48,II,10,7477255,End turn#Purple scores: 5 culture (now 23) 2 science (now 6) 1 food - consumption: 2 (now 2) 2 resources (now 5) #
989,Orange,3,3,2020-06-08 11:23:31,II,10,7477255,End turn#Orange scores: 2 culture (now 16) 3 science (now 8) 1 food - consumption: 1 (now 1) 3 resources (now 3) Orange draws 3 military cards #
990,Grey,3,3,2020-06-08 11:18:00,II,9,7477255,End turn#Grey scores: 2 culture (now 11) 4 science (now 11) 0 food - consumption: 2 (now 0) 3 resources (now 3) Grey draws 3 military cards #
991,Green,3,7,2020-06-08 10:12:02,II,9,7477255,End turn#Genghis Khan scores 0 culture. Green scores: 1 culture (now 11) 4 science (now 24) 0 food - consumption: 2 (now 0) 3 resources (now 7) Green draws 1 military card #
992,Purple,2,5,2020-06-07 22:53:14,II,9,7477255,End turn#Purple scores: 2 culture (now 13) 2 science (now 7) 1 food - consumption: 2 (now 1) 2 resources (now 5) Purple draws 3 military cards #
993,Orange,3,3,2020-06-07 22:01:32,II,9,7477255,End turn#Orange scores: 2 culture (now 14) 3 science (now 10) 0 food - consumption: 2 (now 0) 3 resources (now 3) Orange draws 3 military cards #
994,Grey,3,5,2020-06-07 21:56:52,II,8,7477255,End turn#Grey scores: 2 culture (now 9) 3 science (now 7) 0 food - consumption: 2 (now 0) 3 resources (now 5) Grey draws 3 military cards #
995,Green,3,5,2020-06-07 21:46:11,II,8,7477255,End turn#Genghis Khan scores 3 culture. Green scores: 4 culture (now 10) 4 science (now 20) 0 food - consumption: 2 (now 1) 3 resources (now 5) #
996,Purple,3,6,2020-06-07 21:36:22,II,8,7477255,End turn#Purple scores: 1 culture (now 9) 2 science (now 5) 1 food - consumption: 2 (now 1) 3 resources (now 6) Purple draws 2 military cards #
997,Orange,3,3,2020-06-07 20:28:34,II,8,7477255,End turn#Orange scores: 2 culture (now 12) 3 science (now 10) 0 food - consumption: 2 (now 3) 3 resources (now 3) #
998,Grey,3,3,2020-06-07 19:45:40,II,7,7477255,End turn#Grey scores: 2 culture (now 5) 2 science (now 8) 0 food - consumption: 2 (now 0) 3 resources (now 3) Grey draws 3 military cards #
999,Green,3,4,2020-06-07 17:14:21,I,7,7477255,End turn#Genghis Khan scores 0 culture. Green scores: 1 culture (now 3) 4 science (now 18) 0 food - consumption: 2 (now 1) 3 resources (now 4) Green draws 2 military cards #
1000,Purple,3,4,2020-06-06 19:51:10,I,7,7477255,End turn#Purple scores: 1 culture (now 6) 2 science (now 3) 1 food - consumption: 2 (now 4) 3 resources (now 4) Purple draws 2 military cards #
1001,Orange,3,6,2020-06-06 18:02:32,I,7,7477255,End turn#Orange scores: 2 culture (now 8) 3 science (now 4) 1 food - consumption: 1 (now 3) 3 resources (now 6) #
1002,Grey,3,3,2020-06-06 17:30:04,I,6,7477255,End turn#Grey scores: 0 culture (now 2) 2 science (now 4) 0 food - consumption: 2 (now 0) 3 resources (now 3) Grey draws 1 military card #
1003,Green,3,4,2020-06-06 16:26:18,I,6,7477255,End turn#Genghis Khan scores 0 culture. Green scores: 0 culture (now 2) 4 science (now 10) 1 food - consumption: 1 (now 4) 3 resources (now 4) #
1004,Purple,3,5,2020-06-06 10:16:03,I,6,7477255,End turn#Purple scores: CORRUPTION! Purple loses 2 resources 1 culture (now 4) 2 science (now 2) 1 food - consumption: 1 (now 5) 3 resources (now 5) Purple draws 3 military cards #
1005,Orange,3,5,2020-06-06 10:04:50,I,6,7477255,End turn#Orange scores: 2 culture (now 6) 3 science (now 6) 0 food - consumption: 2 (now 1) 3 resources (now 5) Orange draws 1 military card #
1006,Grey,3,3,2020-06-05 23:46:57,I,5,7477255,End turn#Grey scores: 0 culture (now 2) 2 science (now 4) 1 food - consumption: 1 (now 3) 3 resources (now 3) #
1007,Green,3,3,2020-06-05 23:17:40,I,5,7477255,End turn#Green scores: 0 culture (now 2) 3 science (now 6) 1 food - consumption: 1 (now 6) 3 resources (now 3) Green draws 1 military card #
1008,Purple,3,4,2020-06-05 21:06:27,I,5,7477255,End turn#Purple scores: 1 culture (now 3) 2 science (now 2) 1 food - consumption: 1 (now 4) 3 resources (now 4) #
1009,Orange,3,5,2020-06-05 19:03:00,I,5,7477255,End turn#Orange scores: 1 culture (now 3) 2 science (now 3) 0 food - consumption: 2 (now 1) 3 resources (now 5) Orange draws 1 military card #
1010,Grey,3,3,2020-06-05 18:44:35,I,4,7477255,End turn#Grey scores: 0 culture (now 2) 2 science (now 4) 1 food - consumption: 1 (now 6) 3 resources (now 3) Grey draws 1 military card #
1011,Green,3,3,2020-06-05 18:31:03,I,4,7477255,End turn#Green scores: 0 culture (now 2) 2 science (now 7) 1 food - consumption: 1 (now 3) 3 resources (now 3) #
1012,Purple,3,3,2020-06-05 17:34:09,I,4,7477255,End turn#Purple scores: 1 culture (now 2) 2 science (now 2) 1 food - consumption: 1 (now 1) 3 resources (now 3) #
1013,Orange,3,6,2020-06-05 16:45:58,I,4,7477255,End turn#Orange scores: 0 culture (now 2) 2 science (now 7) 1 food - consumption: 1 (now 3) 3 resources (now 6) #
1014,Grey,3,4,2020-06-05 12:29:09,I,3,7477255,End turn#Grey scores: 0 culture (now 1) 1 science (now 5) 1 food - consumption: 1 (now 4) 3 resources (now 4) Grey draws 1 military card #
1015,Green,3,3,2020-06-05 12:25:10,I,3,7477255,End turn#Green scores: 0 culture (now 1) 2 science (now 5) 1 food - consumption: 1 (now 3) 3 resources (now 3) Green draws 2 military cards #
1016,Purple,3,5,2020-06-05 12:16:45,I,3,7477255,End turn#Purple scores: 0 culture (now 1) 2 science (now 4) 1 food - consumption: 1 (now 1) 3 resources (now 5) Purple draws 1 military card #
1017,Orange,3,4,2020-06-05 10:07:34,I,3,7477255,End turn#Orange scores: 0 culture (now 1) 2 science (now 4) 1 food - consumption: 1 (now 2) 3 resources (now 4) Orange draws 2 military cards #
1018,Grey,3,4,2020-06-05 09:37:37,I,2,7477255,End turn#Grey scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 4) Grey draws 2 military cards #
1019,Green,3,3,2020-06-05 07:21:10,I,2,7477255,End turn#Green scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Green draws 2 military cards #
1020,Purple,3,3,2020-06-04 22:03:06,I,2,7477255,End turn#Purple scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Purple draws 2 military cards #
1021,Orange,3,3,2020-06-04 20:08:49,I,2,7477255,End turn#Orange scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Orange draws 2 military cards #
1022,Grey,2,2,2020-06-04 17:48:43,A,1,7477255,End turn#Grey scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1023,Green,2,2,2020-06-04 17:24:24,A,1,7477255,End turn#Green scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1024,Purple,2,2,2020-06-04 17:21:57,A,1,7477255,End turn#Purple scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1025,Orange,2,2,2020-06-04 17:02:52,A,1,7477255,End turn#Orange scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
1026,Grey,6,7,2020-06-15 13:29:38,IV,19,7477545,End turn#Grey scores: 12 culture (now 97) 4 science (now 9) 0 food - consumption: 4 (now 6) 6 resources (now 7) #
1027,Grey,6,7,2020-06-15 13:29:37,IV,18,7477545,End turn#Grey scores: 12 culture (now 97) 4 science (now 9) 0 food - consumption: 4 (now 6) 6 resources (now 7) #
1028,Green,6,6,2020-06-15 13:27:16,IV,18,7477545,End turn#Winston Churchill scores 3 culture. Green scores: 17 culture (now 136) 3 science (now 8) 2 food - consumption: 3 (now 6) 6 resources (now 6) #
1029,Orange,6,7,2020-06-15 13:21:41,IV,18,7477545,End turn#Orange scores: 12 culture (now 88) 4 science (now 4) 3 food - consumption: 3 (now 3) 6 resources (now 7) #
1030,Grey,6,11,2020-06-15 13:17:55,IV,17,7477545,End turn#Grey scores: 8 culture (now 82) 4 science (now 5) 0 food - consumption: 4 (now 6) 6 resources (now 11) #
1031,Green,4,9,2020-06-15 13:14:06,IV,17,7477545,End turn#Winston Churchill scores 3 culture. Green scores: CORRUPTION! Green loses 2 resources 16 culture (now 94) 5 science (now 5) 1 food - consumption: 3 (now 4) 4 resources (now 9) #
1032,Orange,6,14,2020-06-15 12:47:05,III,17,7477545,End turn#Orange scores: 4 culture (now 73) 4 science (now 10) 4 food - consumption: 2 (now 9) 6 resources (now 14) Orange draws 3 military cards #
1033,Grey,6,8,2020-06-15 12:18:02,III,16,7477545,End turn#Grey scores: 7 culture (now 74) 4 science (now 19) 1 food - consumption: 3 (now 6) 6 resources (now 8) Grey draws 3 military cards #
1034,Green,6,12,2020-06-15 12:04:26,III,16,7477545,End turn#Winston Churchill scores 3 culture. Green scores: 13 culture (now 72) 4 science (now 9) 2 food - consumption: 2 (now 3) 6 resources (now 12) Green draws 3 military cards #
1035,Orange,6,8,2020-06-15 11:46:27,III,16,7477545,End turn#Orange scores: 4 culture (now 59) 4 science (now 10) 3 food - consumption: 3 (now 5) 6 resources (now 8) Orange draws 2 military cards #
1036,Grey,3,3,2020-06-15 11:41:59,III,15,7477545,End turn#Grey scores: 7 culture (now 67) 4 science (now 15) 1 food - consumption: 3 (now 5) 3 resources (now 3) Grey draws 3 military cards #
1037,Green,6,6,2020-06-15 11:19:33,III,15,7477545,End turn#Green scores: 10 culture (now 59) 4 science (now 5) 2 food - consumption: 2 (now 5) 6 resources (now 6) #
1038,Purple,3,3,2020-06-15 11:10:27,III,15,7477545,End turn#Purple scores: 10 culture (now 64) 5 science (now 11) 2 food - consumption: 2 (now 3) 3 resources (now 3) Purple draws 2 military cards #
1039,Orange,6,11,2020-06-15 11:03:26,III,15,7477545,End turn#Orange scores: 4 culture (now 55) 4 science (now 6) 4 food - consumption: 2 (now 6) 6 resources (now 11) Orange draws 3 military cards #
1040,Grey,3,3,2020-06-15 10:53:50,III,14,7477545,End turn#Grey scores: 7 culture (now 60) 4 science (now 7) 1 food - consumption: 3 (now 4) 3 resources (now 3) Grey draws 3 military cards #
1041,Green,6,8,2020-06-15 08:38:03,III,14,7477545,End turn#Winston Churchill scores 3 culture. Green scores: 13 culture (now 49) 4 science (now 4) 2 food - consumption: 2 (now 7) 6 resources (now 8) #
1042,Purple,3,3,2020-06-15 08:32:52,III,14,7477545,End turn#Purple scores: 11 culture (now 54) 6 science (now 6) 2 food - consumption: 2 (now 5) 3 resources (now 3) Purple draws 3 military cards #
1043,Orange,6,10,2020-06-14 12:19:37,III,14,7477545,End turn#Orange scores: 3 culture (now 51) 4 science (now 13) 4 food - consumption: 2 (now 6) 6 resources (now 10) Orange draws 3 military cards #
1044,Grey,1,3,2020-06-14 11:43:20,III,13,7477545,End turn#Grey scores: 5 culture (now 47) 6 science (now 10) 1 food - consumption: 3 (now 3) 1 resources (now 3) #
1045,Green,5,5,2020-06-14 09:50:54,III,13,7477545,End turn#Green scores: 6 culture (now 39) 4 science (now 9) 2 food - consumption: 2 (now 5) 5 resources (now 5) #
1046,Purple,3,3,2020-06-14 05:11:49,III,13,7477545,End turn#Purple scores: 7 culture (now 43) 5 science (now 11) 2 food - consumption: 2 (now 3) 3 resources (now 3) Purple draws 1 military card #
1047,Orange,6,7,2020-06-13 01:26:58,III,13,7477545,End turn#Orange scores: 4 culture (now 46) 4 science (now 9) 4 food - consumption: 2 (now 6) 6 resources (now 7) Orange draws 3 military cards #
1048,Grey,3,6,2020-06-12 15:43:20,III,12,7477545,End turn#Grey scores: 5 culture (now 42) 9 science (now 17) 2 food - consumption: 2 (now 7) 3 resources (now 6) Grey draws 1 military card #
1049,Green,4,4,2020-06-12 11:24:39,III,12,7477545,End turn#Green scores: 6 culture (now 33) 4 science (now 5) 2 food - consumption: 2 (now 4) 4 resources (now 4) Green draws 3 military cards #
1050,Purple,3,3,2020-06-12 11:07:02,II,12,7477545,End turn#Purple scores: 7 culture (now 34) 5 science (now 6) 3 food - consumption: 1 (now 7) 3 resources (now 3) Purple draws 3 military cards #
1051,Orange,6,8,2020-06-12 10:15:00,II,12,7477545,End turn#Orange scores: 4 culture (now 42) 4 science (now 7) 1 food - consumption: 2 (now 2) 6 resources (now 8) Orange draws 1 military card #
1052,Grey,3,6,2020-06-12 10:09:14,II,11,7477545,End turn#Genghis Khan scores 0 culture. Grey scores: 5 culture (now 35) 5 science (now 8) 2 food - consumption: 2 (now 3) 3 resources (now 6) Grey draws 3 military cards #
1053,Green,4,5,2020-06-11 22:27:17,II,11,7477545,End turn#Green scores: 6 culture (now 27) 3 science (now 9) 1 food - consumption: 2 (now 2) 4 resources (now 5) #
1054,Purple,3,3,2020-06-11 21:31:02,II,11,7477545,End turn#Purple scores: 3 culture (now 25) 4 science (now 5) 3 food - consumption: 1 (now 4) 3 resources (now 3) Purple draws 2 military cards #
1055,Orange,6,7,2020-06-11 21:23:42,II,11,7477545,End turn#Orange scores: 4 culture (now 38) 4 science (now 9) 1 food - consumption: 2 (now 1) 6 resources (now 7) Orange draws 3 military cards #
1056,Grey,3,3,2020-06-11 21:08:46,II,10,7477545,End turn#Genghis Khan scores 3 culture. Grey scores: 8 culture (now 30) 3 science (now 6) 1 food - consumption: 2 (now 1) 3 resources (now 3) Grey draws 3 military cards #
1057,Green,4,14,2020-06-11 21:02:19,II,10,7477545,End turn#Green scores: CORRUPTION! Green loses 2 resources 2 culture (now 18) 3 science (now 9) 1 food - consumption: 2 (now 1) 4 resources (now 14) #
1058,Purple,3,6,2020-06-11 19:07:03,II,10,7477545,End turn#Purple scores: 3 culture (now 22) 4 science (now 4) 1 food - consumption: 1 (now 1) 3 resources (now 6) Purple draws 3 military cards #
1059,Orange,3,7,2020-06-11 18:59:42,II,10,7477545,End turn#Orange scores: 4 culture (now 32) 4 science (now 10) 1 food - consumption: 2 (now 1) 3 resources (now 7) Orange draws 3 military cards #
1060,Grey,3,3,2020-06-11 16:40:50,II,9,7477545,End turn#Genghis Khan scores 0 culture. Grey scores: 2 culture (now 22) 3 science (now 3) 1 food - consumption: 2 (now 2) 3 resources (now 3) Grey draws 3 military cards #
1061,Green,4,12,2020-06-11 16:38:05,II,9,7477545,End turn#Green scores: 2 culture (now 13) 4 science (now 8) 1 food - consumption: 2 (now 3) 4 resources (now 12) Green draws 1 military card #
1062,Purple,3,3,2020-06-11 15:05:58,II,9,7477545,End turn#Purple scores: 3 culture (now 17) 4 science (now 5) 0 food - consumption: 2 (now 2) 3 resources (now 3) Purple draws 1 military card #
